"Time stamp","Electricity from grid (year 1 hourly) | (kWh)","Electricity from system to load (year 1 hourly) | (kWh)","System power generated | (kW)","TOU period for demand charges (year 1 hourly)","TOU period for energy charges (year 1 hourly)","Electricity load (year 1) | (kW)","Bill load (year 1) | (kWh)","Demand charge with system (year 1 hourly) | ($)","Demand charge without system (year 1 hourly) | ($)","Electricity peak from grid per TOU period (year 1 hourly) | (kW)","Electricity peak from system to load (year 1 hourly) | (kW)","Electricity sales/purchases with system (year 1 hourly) | ($)","Electricity sales/purchases without system (year 1 hourly) | ($)","Electricity to grid (year 1 hourly) | (kWh)","Electricity to/from grid (year 1 hourly) | (kWh)","Electricity to/from grid peak (year 1 hourly) | (kW)","Energy charge with system (year 1 hourly) | ($)","Energy charge without system (year 1 hourly) | ($)","Lifetime electricity load | (kW)","AC wiring loss | (kW)","Absolute air mass","Array DC power | (kW)","Array DC power loss due to snow | (kW)","Array POA beam radiation after shading and soiling | (kW)","Array POA front-side beam radiation nominal | (kW)","Array POA front-side total radiation after cover | (kW)","Array POA front-side total radiation after shading and soiling | (kW)","Array POA front-side total radiation after shading only | (kW)","Array POA front-side total radiation nominal | (kW)","Array POA radiation total after cover | (kW)","Array POA rear-side total radiation after cover | (kW)","Inverter DC input voltage at MPPT 1 | (V)","Inverter clipping loss AC power limit | (kW)","Inverter clipping loss DC MPPT voltage limits | (kW)","Inverter efficiency | (%)","Inverter night time loss | (kW)","Inverter power consumption loss | (kW)","Inverter thermal derate loss | (kW)","Inverter total power loss | (kW)","Irradiance DHI from weather file | (W/m2)","Irradiance DNI from weather file | (W/m2)","Irradiance GHI calculated | (W/m2)","Irradiance GHI from weather file | (W/m2)","Subarray 1 Angle of incidence | (deg)","Subarray 1 Angle of incidence Modifier | (0-1)","Subarray 1 Axis rotation for 1 axis trackers | (deg)","Subarray 1 Axis rotation ideal for 1 axis trackers | (deg)","Subarray 1 Cell temperature | (C)","Subarray 1 External shading and soiling beam irradiance factor | (frac)","Subarray 1 Module efficiency | (%)","Subarray 1 Open circuit voltage | (V)","Subarray 1 Operating voltage | (V)","Subarray 1 POA front beam irradiance after shading and soiling | (W/m2)","Subarray 1 POA front diffuse irradiance after shading and soiling | (W/m2)","Subarray 1 POA total front irradiance after module cover | (W/m2)","Subarray 1 POA total front irradiance after shading and soiling | (W/m2)","Subarray 1 POA total front irradiance after shading only | (W/m2)","Subarray 1 POA total front irradiance nominal | (W/m2)","Subarray 1 POA total irradiance after module cover | (W/m2)","Subarray 1 POA total rear irradiance after module cover | (W/m2)","Subarray 1 Partial external shading DC factor | (frac)","Subarray 1 Self-shading linear beam irradiance factor | (frac)","Subarray 1 Self-shading non-linear DC factor | (frac)","Subarray 1 Self-shading non-linear ground diffuse irradiance factor | (frac)","Subarray 1 Self-shading non-linear sky diffuse irradiance factor | (frac)","Subarray 1 Short circuit current | (A)","Subarray 1 Soiling beam irradiance factor | (frac)","Subarray 1 Surface azimuth | (deg)","Subarray 1 Surface tilt | (deg)","Sun altitude angle | (deg)","Sun azimuth angle | (deg)","Sun position time | (hour)","Sun up over horizon | (0/1/2/3)","Sun zenith angle | (deg)","Transformer load loss | (kW)","Transformer no load loss | (kW)","Transformer total loss | (kW)","Transmission loss | (kW)","Weather file albedo","Weather file ambient temperature | (C)","Weather file snow depth | (cm)","Weather file wind speed | (m/s)"
"Feb 26, 04:00 pm",0,1.02639,2.05009,1,3,1.02639,1.02639,0,0,0,1.02639,0,0,1.0237,1.0237,1.0237,0,0,0,0.020708,2.11041,2.13739,0,9.1327,9.61337,10.9253,11.3099,11.9051,11.9051,10.9253,0,392.655,0,0,96.8841,0,0.00868511,0,0.0665989,81,717,405.447,nan,54.0425,0.965996,0,0,29.6964,0.95,19.7766,457.04,392.655,399.961,95.348,478.466,495.309,521.378,521.378,478.466,0,0,0,0,0,0,3.03315,0.95,180,20,26.9046,237.924,16,1,63.0954,0,0,0,0,0.2,17,nan,1.9
"Feb 26, 05:00 pm",0.509005,0.868375,0.868375,1,3,1.37738,1.37738,0,0,0,0.868375,0,0,0,-0.509005,-0.509005,0,0,0,0.00877147,3.4857,0.912898,0,3.67268,3.86598,4.59601,5.08489,5.35252,5.35252,4.59601,0,396.341,0,0,96.0838,0,0.014671,0,0.0357507,52,450,174.267,nan,67.899,0.903856,0,0,20.711,0.95,18.7873,454.248,396.341,160.842,61.8471,201.279,222.69,234.41,234.41,201.279,0,0,0,0,0,0,1.28088,0.95,180,20,15.7657,248.446,17,1,74.2343,0,0,0,0,0.2,14,nan,1.1
"Feb 26, 06:00 pm",1.65073,-0.0009999,-0.0009999,1,3,1.64973,1.64973,0,0,0,-0.0009999,0,0,0,-1.65073,-1.65073,0,0,0,9.9e-06,11.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,81.9883,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,180,20,3.96085,257.394,18,1,86.0391,0,0,0,0,0.2,13,nan,1.1
"Feb 26, 07:00 pm",1.72106,-0.0009999,-0.0009999,1,3,1.72006,1.72006,0,0,0,-0.0009999,0,0,0,-1.72106,-1.72106,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,12,nan,1.2
"Feb 26, 08:00 pm",1.65206,-0.0009999,-0.0009999,1,1,1.65106,1.65106,0,0,0,-0.0009999,0,0,0,-1.65206,-1.65206,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,1.1
"Feb 26, 09:00 pm",1.50158,-0.0009999,-0.0009999,1,1,1.50058,1.50058,0,0,0,-0.0009999,0,0,0,-1.50158,-1.50158,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,1
"Feb 26, 10:00 pm",1.21184,-0.0009999,-0.0009999,1,1,1.21084,1.21084,0,0,0,-0.0009999,0,0,0,-1.21184,-1.21184,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,1.2
"Feb 26, 11:00 pm",0.929196,-0.0009999,-0.0009999,1,1,0.928196,0.928196,0,0,0,-0.0009999,0,0,0,-0.929196,-0.929196,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,1.3
"Feb 27, 12:00 am",0.636994,-0.0009999,-0.0009999,1,1,0.635994,0.635994,0,0,0,-0.0009999,0,0,0,-0.636994,-0.636994,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.3
"Feb 27, 01:00 am",0.530267,-0.0009999,-0.0009999,1,1,0.529267,0.529267,0,0,0,-0.0009999,0,0,0,-0.530267,-0.530267,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.4
"Feb 27, 02:00 am",0.485329,-0.0009999,-0.0009999,1,1,0.484329,0.484329,0,0,0,-0.0009999,0,0,0,-0.485329,-0.485329,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.4
"Feb 27, 03:00 am",0.473339,-0.0009999,-0.0009999,1,1,0.472339,0.472339,0,0,0,-0.0009999,0,0,0,-0.473339,-0.473339,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.3
"Feb 27, 04:00 am",0.470948,-0.0009999,-0.0009999,1,1,0.469948,0.469948,0,0,0,-0.0009999,0,0,0,-0.470948,-0.470948,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.1
"Feb 27, 05:00 am",0.527635,-0.0009999,-0.0009999,1,1,0.526635,0.526635,0,0,0,-0.0009999,0,0,0,-0.527635,-0.527635,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,5,nan,0.8
"Feb 27, 06:00 am",0.700893,-0.0009999,-0.0009999,1,1,0.699893,0.699893,0,0,0,-0.0009999,0,0,0,-0.700893,-0.700893,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,0.5
"Feb 27, 07:00 am",0.96549,-0.0009999,-0.0009999,1,1,0.96449,0.96449,0,0,0,-0.0009999,0,0,0,-0.96549,-0.96549,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,31,356,86.6906,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,0.6
"Feb 27, 08:00 am",0,0.897672,1.00573,1,1,0.897672,0.897672,0,0,0,0.897672,0,0,0.10806,0.10806,0.10806,0,0,0,0.0101589,4.60413,1.05463,0,4.55835,4.79827,5.29575,6.21184,6.53878,6.53878,5.29575,0,400.348,0,0,96.3269,0,0.014037,0,0.0387379,64,712,208.975,nan,72.8343,0.852525,0,0,18.9795,0.95,17.7666,458.784,400.348,199.63,72.4133,231.924,272.043,286.361,286.361,231.924,0,0,0,0,0,0,1.46438,0.95,180,20,11.7485,108.058,8,1,78.2515,0,0,0,0,0.2,12,nan,1.7
"Feb 27, 09:00 am",0,0.78315,2.11891,1,1,0.78315,0.78315,0,0,0,0.78315,0,0,1.33576,1.33576,1.33576,0,0,0,0.0214031,2.41636,2.20875,0,9.57053,10.0742,11.1303,11.6981,12.3138,12.3138,11.1303,0,396.953,0,0,96.9016,0,0.00837206,0,0.0684356,80,852,416.238,nan,58.8129,0.951458,0,0,26.6441,0.95,19.7585,461.348,396.953,419.135,93.1777,487.444,512.313,539.276,539.276,487.444,0,0,0,0,0,0,3.09855,0.95,180,20,23.2438,117.887,9,1,66.7562,0,0,0,0,0.2,15,nan,2.5
"Feb 27, 10:00 am",0,0.78296,3.00067,1,2,0.78296,0.78296,0,0,0,0.78296,0,0,2.21771,2.21771,2.21771,0,0,0,0.0303098,1.72644,3.12974,0,14.0694,14.8099,16.2153,16.5179,17.3872,17.3872,16.2153,0,390.392,0,0,96.8444,0,0.00387172,0,0.0987625,90,922,600.747,nan,45.2948,0.981683,0,0,32.9542,0.95,19.828,459.575,390.392,616.16,107.229,710.139,723.389,761.462,761.462,710.139,0,0,0,0,0,0,4.47212,0.95,180,20,33.6388,129.968,10,1,56.3612,0,0,0,0,0.2,17,nan,2.7
"Feb 27, 11:00 am",0,0.799305,3.56119,1,2,0.799305,0.799305,0,0,0,0.799305,0,0,2.76189,2.76189,2.76189,0,0,0,0.0359716,1.42792,3.71843,0,17.236,18.1432,19.6667,19.8605,20.9058,20.9058,19.6667,0,385.6,0,0,96.7389,0,0.00102963,0,0.121263,100,947,734.826,nan,32.9613,0.990239,0,0,36.8503,0.95,19.5926,457.885,385.6,754.841,114.939,861.29,869.78,915.558,915.558,861.29,0,0,0,0,0,0,5.38579,0.95,180,20,42.0944,145.482,11,1,47.9056,0,0,0,0,0.2,18,nan,2.8
"Feb 27, 12:00 pm",0,0.784426,3.762,1,2,0.784426,0.784426,0,0,0,0.784426,0,0,2.97757,2.97757,2.97757,0,0,0,0.038,1.30124,4.06223,0,19.2189,20.2304,21.693,21.8546,23.0048,23.0048,21.693,0,383.59,0.126815,0,93.5446,0,-0.000618043,0,0.262233,100,968,812.299,nan,23.7562,0.992605,0,0,38.3806,0.95,19.4512,457.62,383.59,841.68,115.426,950.029,957.107,1007.48,1007.48,950.029,0,0,0,0,0,0,5.91798,0.95,180,20,47.3787,165.088,12,1,42.6213,0,0,0,0,0.2,19,nan,3.2
"Feb 27, 01:00 pm",0,0.761732,3.762,1,2,0.761732,0.761732,0,0,0,0.761732,0,0,3.00027,3.00027,3.00027,0,0,0,0.038,1.28366,4.08966,0,19.464,20.4884,21.8496,22.0036,23.1617,23.1617,21.8496,0,383.672,0.153106,0,92.9173,0,-0.000749765,0,0.289657,96,968,818.083,nan,22.0375,0.993,0,0,38.3182,0.95,19.4499,457.812,383.672,852.412,111.223,956.89,963.635,1014.35,1014.35,956.89,0,0,0,0,0,0,5.95674,0.95,180,20,48.2411,187.235,13,1,41.7589,0,0,0,0,0.2,20,nan,3.6
"Feb 27, 02:00 pm",0,0.76124,3.65909,1,2,0.76124,0.76124,0,0,0,0.76124,0,0,2.89785,2.89785,2.89785,0,0,0,0.0369605,1.36767,3.82122,0,17.9578,18.903,20.1781,20.3437,21.4144,21.4144,20.1781,0,387.074,0,0,96.7243,0,0.000533957,0,0.125172,90,948,753.593,nan,29.1611,0.991863,0,0,35.7422,0.95,19.6561,459.694,387.074,786.451,104.487,883.689,890.938,937.829,937.829,883.689,0,0,0,0,0,0,5.51241,0.95,180,20,44.4264,208.094,14,1,45.5736,0,0,0,0,0.2,20,nan,4.1
"Feb 27, 03:00 pm",0,0.808324,3.08211,1,3,0.808324,0.808324,0,0,0,0.808324,0,0,2.27378,2.27378,2.27378,0,0,0,0.0311324,1.59168,3.21483,0,14.681,15.4537,16.6254,16.8538,17.7408,17.7408,16.6254,0,392.597,0,0,96.8399,0,0.00346532,0,0.101593,82,893,618.793,nan,40.7227,0.986454,0,0,31.3459,0.95,19.9612,461.983,392.597,642.944,95.1547,728.1,738.099,776.946,776.946,728.1,0,0,0,0,0,0,4.56639,0.95,180,20,36.9496,225.077,15,1,53.0504,0,0,0,0,0.2,19,nan,4.5
"Feb 27, 04:00 pm",0,0.990474,2.17092,1,3,0.990474,0.990474,0,0,0,0.990474,0,0,1.18045,1.18045,1.18045,0,0,0,0.0219285,2.09392,2.26289,0,9.90987,10.4314,11.451,11.8465,12.47,12.47,11.451,0,396.94,0,0,96.9051,0,0.00810845,0,0.0700346,71,776,424.935,nan,53.9346,0.96662,0,0,26.771,0.95,19.9893,461.598,396.94,433.996,84.8121,501.49,518.808,546.114,546.114,501.49,0,0,0,0,0,0,3.17467,0.95,180,20,27.1358,238.261,16,1,62.8642,0,0,0,0,0.2,18,nan,4.4
"Feb 27, 05:00 pm",0.607068,0.734962,0.734962,1,3,1.34203,1.34203,0,0,0,0.734962,0,0,0,-0.607068,-0.607068,0,0,0,0.00742385,3.44466,0.775279,0,2.88208,3.03377,3.89263,4.28701,4.51265,4.51265,3.89263,0,397.55,0,0,95.7572,0,0.015359,0,0.0328935,52,352,148.81,nan,67.8242,0.908005,0,0,18.397,0.95,18.9247,454.578,397.55,126.219,61.5279,170.475,187.747,197.628,197.628,170.475,0,0,0,0,0,0,1.08405,0.95,180,20,15.9637,248.782,17,1,74.0363,0,0,0,0,0.2,15,nan,3.8
"Feb 27, 06:00 pm",1.61642,-0.0009999,-0.0009999,1,3,1.61542,1.61542,0,0,0,-0.0009999,0,0,0,-1.61642,-1.61642,0,0,0,9.9e-06,11.4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,81.9407,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,180,20,4.13162,257.73,18,1,85.8684,0,0,0,0,0.2,12,nan,3.4
"Feb 27, 07:00 pm",1.68681,-0.0009999,-0.0009999,1,3,1.68581,1.68581,0,0,0,-0.0009999,0,0,0,-1.68681,-1.68681,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,12,nan,3.4
"Feb 27, 08:00 pm",1.61721,-0.0009999,-0.0009999,1,1,1.61621,1.61621,0,0,0,-0.0009999,0,0,0,-1.61721,-1.61721,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,3.5
"Feb 27, 09:00 pm",1.46597,-0.0009999,-0.0009999,1,1,1.46497,1.46497,0,0,0,-0.0009999,0,0,0,-1.46597,-1.46597,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,3
"Feb 27, 10:00 pm",1.18355,-0.0009999,-0.0009999,1,1,1.18255,1.18255,0,0,0,-0.0009999,0,0,0,-1.18355,-1.18355,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,2.4
"Feb 27, 11:00 pm",0.913661,-0.0009999,-0.0009999,1,1,0.912661,0.912661,0,0,0,-0.0009999,0,0,0,-0.913661,-0.913661,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,2.2
"Feb 28, 12:00 am",0.636994,-0.0009999,-0.0009999,1,1,0.635994,0.635994,0,0,0,-0.0009999,0,0,0,-0.636994,-0.636994,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,2
"Feb 28, 01:00 am",0.530267,-0.0009999,-0.0009999,1,1,0.529267,0.529267,0,0,0,-0.0009999,0,0,0,-0.530267,-0.530267,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.7
"Feb 28, 02:00 am",0.485329,-0.0009999,-0.0009999,1,1,0.484329,0.484329,0,0,0,-0.0009999,0,0,0,-0.485329,-0.485329,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,5,nan,1.5
"Feb 28, 03:00 am",0.473339,-0.0009999,-0.0009999,1,1,0.472339,0.472339,0,0,0,-0.0009999,0,0,0,-0.473339,-0.473339,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,4,nan,1.5
"Feb 28, 04:00 am",0.470948,-0.0009999,-0.0009999,1,1,0.469948,0.469948,0,0,0,-0.0009999,0,0,0,-0.470948,-0.470948,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,3,nan,1.4
"Feb 28, 05:00 am",0.527635,-0.0009999,-0.0009999,1,1,0.526635,0.526635,0,0,0,-0.0009999,0,0,0,-0.527635,-0.527635,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,2,nan,1.2
"Feb 28, 06:00 am",0.700893,-0.0009999,-0.0009999,1,1,0.699893,0.699893,0,0,0,-0.0009999,0,0,0,-0.700893,-0.700893,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,3,nan,1.1
"Feb 28, 07:00 am",0.96549,-0.0009999,-0.0009999,1,1,0.96449,0.96449,0,0,0,-0.0009999,0,0,0,-0.96549,-0.96549,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,32,404,95.1994,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,5,nan,1.7
"Feb 28, 08:00 am",0,0.897672,1.05866,1,1,0.897672,0.897672,0,0,0,0.897672,0,0,0.160984,0.160984,0.160984,0,0,0,0.0106935,4.50984,1.10913,0,4.79754,5.05004,5.46208,6.40795,6.74522,6.74522,5.46208,0,408.313,0,0,96.4132,0,0.0138785,0,0.0397825,62,743,216.6,nan,72.6827,0.852391,0,0,13.5327,0.95,18.1129,466.494,408.313,210.105,70.5272,239.208,280.632,295.402,295.402,239.208,0,0,0,0,0,0,1.50848,0.95,180,20,12.0096,107.777,8,1,77.9904,0,0,0,0,0.2,8,nan,3.1
"Feb 28, 09:00 am",0,0.78315,2.21648,1,1,0.78315,0.78315,0,0,0,0.78315,0,0,1.43333,1.43333,1.43333,0,0,0,0.0223887,2.38898,2.30974,0,9.91322,10.435,11.3968,11.9705,12.6005,12.6005,11.3968,0,405.989,0,0,96.9318,0,0.00794405,0,0.0708685,77,878,427.517,nan,58.6347,0.952078,0,0,20.0797,0.95,20.1919,470.153,405.989,434.143,90.0957,499.116,524.239,551.83,551.83,499.116,0,0,0,0,0,0,3.1639,0.95,180,20,23.5296,117.613,9,1,66.4704,0,0,0,0,0.2,11,nan,4.2
"Feb 28, 10:00 am",0,0.78296,2.47157,1,2,0.78296,0.78296,0,0,0,0.78296,0,0,1.68861,1.68861,1.68861,0,0,0,0.0249654,1.71226,2.57561,0,7.88884,8.30404,12.897,13.2401,13.937,13.937,12.897,0,404.675,0,0,96.9298,0,0.0066295,0,0.0790766,217,515,504.662,nan,45.077,0.974082,0,0,21.5429,0.95,20.357,470.156,404.675,345.487,234.356,564.814,579.843,610.361,610.361,564.814,0,0,0,0,0,0,3.54089,0.95,180,20,33.9568,129.716,10,1,56.0432,0,0,0,0,0.2,12,nan,4.6
"Feb 28, 11:00 am",0,0.799305,2.77815,1,2,0.799305,0.799305,0,0,0,0.799305,0,0,1.97884,1.97884,1.97884,0,0,0,0.0280621,1.41828,2.89585,0,7.99707,8.41797,14.6965,15.0432,15.8349,15.8349,14.6965,0,402.571,0,0,96.9047,0,0.00504919,0,0.0896359,294,438,589.618,nan,32.6812,0.976955,0,0,23.5449,0.95,20.1447,469.667,402.571,350.227,308.579,643.623,658.806,693.48,693.48,643.623,0,0,0,0,0,0,4.00412,0.95,180,20,42.4485,145.292,11,1,47.5515,0,0,0,0,0.2,13,nan,4.8
"Feb 28, 12:00 pm",0,0.784426,3.33118,1,2,0.784426,0.784426,0,0,0,0.784426,0,0,2.54676,2.54676,2.54676,0,0,0,0.0336483,1.29341,3.47515,0,11.5074,12.1131,17.7978,18.1159,19.0694,19.0694,17.7978,0,400.661,0,0,96.8255,0,0.00221028,0,0.11032,263,578,690.9,nan,23.3945,0.982439,0,0,25.384,0.95,20.0742,470.504,400.661,503.96,289.414,779.442,793.374,835.131,835.131,779.442,0,0,0,0,0,0,4.83102,0.95,180,20,47.758,165.033,12,1,42.242,0,0,0,0,0.2,13,nan,5
"Feb 28, 01:00 pm",0,0.761732,3.762,1,2,0.761732,0.761732,0,0,0,0.761732,0,0,3.00027,3.00027,3.00027,0,0,0,0.038,1.27632,4.15435,0,18.4042,19.3729,21.4489,21.6303,22.7688,22.7688,21.4489,0,397.741,0.216872,0,91.4705,0,-0.00110091,0,0.354347,125,913,809.981,nan,21.6789,0.991612,0,0,27.641,0.95,20.0985,470.842,397.741,806.001,141.285,939.34,947.286,997.144,997.144,939.34,0,0,0,0,0,0,5.82243,0.95,180,20,48.6123,187.365,13,1,41.3877,0,0,0,0,0.2,13,nan,5.1
"Feb 28, 02:00 pm",0,0.76124,2.74086,1,2,0.76124,0.76124,0,0,0,0.76124,0,0,1.97962,1.97962,1.97962,0,0,0,0.0276855,1.35976,2.8568,0,8.01292,8.43466,14.4925,14.8192,15.5992,15.5992,14.4925,0,403.555,0,0,96.9108,0,0.00524445,0,0.0882514,274,422,571.121,nan,28.9157,0.977954,0,0,22.7549,0.95,20.1734,470.399,403.555,350.921,298.077,634.69,648.998,683.156,683.156,634.69,0,0,0,0,0,0,3.93971,0.95,180,20,44.7551,208.365,14,1,45.2449,0,0,0,0,0.2,13,nan,5.3
