"Time stamp","Electricity from grid (year 1 hourly) | (kWh)","Electricity from system to load (year 1 hourly) | (kWh)","System power generated | (kW)","TOU period for demand charges (year 1 hourly)","TOU period for energy charges (year 1 hourly)","Electricity load (year 1) | (kW)","Bill load (year 1) | (kWh)","Demand charge with system (year 1 hourly) | ($)","Demand charge without system (year 1 hourly) | ($)","Electricity peak from grid per TOU period (year 1 hourly) | (kW)","Electricity peak from system to load (year 1 hourly) | (kW)","Electricity sales/purchases with system (year 1 hourly) | ($)","Electricity sales/purchases without system (year 1 hourly) | ($)","Electricity to grid (year 1 hourly) | (kWh)","Electricity to/from grid (year 1 hourly) | (kWh)","Electricity to/from grid peak (year 1 hourly) | (kW)","Energy charge with system (year 1 hourly) | ($)","Energy charge without system (year 1 hourly) | ($)","Lifetime electricity load | (kW)","AC wiring loss | (kW)","Absolute air mass","Array DC power | (kW)","Array DC power loss due to snow | (kW)","Array POA beam radiation after shading and soiling | (kW)","Array POA front-side beam radiation nominal | (kW)","Array POA front-side total radiation after cover | (kW)","Array POA front-side total radiation after shading and soiling | (kW)","Array POA front-side total radiation after shading only | (kW)","Array POA front-side total radiation nominal | (kW)","Array POA radiation total after cover | (kW)","Array POA rear-side total radiation after cover | (kW)","Inverter DC input voltage at MPPT 1 | (V)","Inverter clipping loss AC power limit | (kW)","Inverter clipping loss DC MPPT voltage limits | (kW)","Inverter efficiency | (%)","Inverter night time loss | (kW)","Inverter power consumption loss | (kW)","Inverter thermal derate loss | (kW)","Inverter total power loss | (kW)","Irradiance DHI from weather file | (W/m2)","Irradiance DNI from weather file | (W/m2)","Irradiance GHI calculated | (W/m2)","Irradiance GHI from weather file | (W/m2)","Subarray 1 Angle of incidence | (deg)","Subarray 1 Angle of incidence Modifier | (0-1)","Subarray 1 Axis rotation for 1 axis trackers | (deg)","Subarray 1 Axis rotation ideal for 1 axis trackers | (deg)","Subarray 1 Cell temperature | (C)","Subarray 1 External shading and soiling beam irradiance factor | (frac)","Subarray 1 Module efficiency | (%)","Subarray 1 Open circuit voltage | (V)","Subarray 1 Operating voltage | (V)","Subarray 1 POA front beam irradiance after shading and soiling | (W/m2)","Subarray 1 POA front diffuse irradiance after shading and soiling | (W/m2)","Subarray 1 POA total front irradiance after module cover | (W/m2)","Subarray 1 POA total front irradiance after shading and soiling | (W/m2)","Subarray 1 POA total front irradiance after shading only | (W/m2)","Subarray 1 POA total front irradiance nominal | (W/m2)","Subarray 1 POA total irradiance after module cover | (W/m2)","Subarray 1 POA total rear irradiance after module cover | (W/m2)","Subarray 1 Partial external shading DC factor | (frac)","Subarray 1 Self-shading linear beam irradiance factor | (frac)","Subarray 1 Self-shading non-linear DC factor | (frac)","Subarray 1 Self-shading non-linear ground diffuse irradiance factor | (frac)","Subarray 1 Self-shading non-linear sky diffuse irradiance factor | (frac)","Subarray 1 Short circuit current | (A)","Subarray 1 Soiling beam irradiance factor | (frac)","Subarray 1 Surface azimuth | (deg)","Subarray 1 Surface tilt | (deg)","Sun altitude angle | (deg)","Sun azimuth angle | (deg)","Sun position time | (hour)","Sun up over horizon | (0/1/2/3)","Sun zenith angle | (deg)","Transformer load loss | (kW)","Transformer no load loss | (kW)","Transformer total loss | (kW)","Transmission loss | (kW)","Weather file albedo","Weather file ambient temperature | (C)","Weather file snow depth | (cm)","Weather file wind speed | (m/s)"
"Feb 24, 05:00 pm",0.304951,1.03708,1.03708,1,3,1.34203,1.34203,0,0,0,1.03708,0,0,0,-0.304951,-0.304951,0,0,0,0.0104755,3.57155,1.08696,0,4.92865,5.18806,5.39476,6.02403,6.34108,6.34108,5.39476,0,402.38,0,0,96.3743,0,0.0139067,0,0.0394104,39,608,200.116,nan,68.0562,0.895541,0,0,17.7341,0.95,18.8822,460.851,402.38,215.847,47.9713,236.26,263.818,277.704,277.704,236.26,0,0,0,0,0,0,1.50131,0.95,180,20,15.3666,247.786,17,1,74.6334,0,0,0,0,0.2,10,nan,1.2
"Feb 24, 06:00 pm",1.61642,-0.0009999,-0.0009999,1,3,1.61542,1.61542,0,0,0,-0.0009999,0,0,0,-1.61642,-1.61642,0,0,0,9.9e-06,12.7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,82.0884,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,180,20,3.61811,256.731,18,1,86.3819,0,0,0,0,0.2,7,nan,1.2
"Feb 24, 07:00 pm",1.68681,-0.0009999,-0.0009999,1,3,1.68581,1.68581,0,0,0,-0.0009999,0,0,0,-1.68681,-1.68681,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.2
"Feb 24, 08:00 pm",1.61721,-0.0009999,-0.0009999,1,1,1.61621,1.61621,0,0,0,-0.0009999,0,0,0,-1.61721,-1.61721,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.1
"Feb 24, 09:00 pm",1.46597,-0.0009999,-0.0009999,1,1,1.46497,1.46497,0,0,0,-0.0009999,0,0,0,-1.46597,-1.46597,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,0.8
"Feb 24, 10:00 pm",1.18355,-0.0009999,-0.0009999,1,1,1.18255,1.18255,0,0,0,-0.0009999,0,0,0,-1.18355,-1.18355,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,0.4
"Feb 24, 11:00 pm",0.913661,-0.0009999,-0.0009999,1,1,0.912661,0.912661,0,0,0,-0.0009999,0,0,0,-0.913661,-0.913661,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,5,nan,0.2
"Feb 25, 12:00 am",0.643568,-0.0009999,-0.0009999,1,1,0.642568,0.642568,0,0,0,-0.0009999,0,0,0,-0.643568,-0.643568,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,3,nan,0.5
"Feb 25, 01:00 am",0.534214,-0.0009999,-0.0009999,1,1,0.533214,0.533214,0,0,0,-0.0009999,0,0,0,-0.534214,-0.534214,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,2,nan,0.8
"Feb 25, 02:00 am",0.48794,-0.0009999,-0.0009999,1,1,0.48694,0.48694,0,0,0,-0.0009999,0,0,0,-0.48794,-0.48794,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,2,nan,0.7
"Feb 25, 03:00 am",0.474705,-0.0009999,-0.0009999,1,1,0.473705,0.473705,0,0,0,-0.0009999,0,0,0,-0.474705,-0.474705,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,2,nan,0.6
"Feb 25, 04:00 am",0.473619,-0.0009999,-0.0009999,1,1,0.472619,0.472619,0,0,0,-0.0009999,0,0,0,-0.473619,-0.473619,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,1,nan,0.7
"Feb 25, 05:00 am",0.531732,-0.0009999,-0.0009999,1,1,0.530732,0.530732,0,0,0,-0.0009999,0,0,0,-0.531732,-0.531732,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,1,nan,0.6
"Feb 25, 06:00 am",0.711519,-0.0009999,-0.0009999,1,1,0.710519,0.710519,0,0,0,-0.0009999,0,0,0,-0.711519,-0.711519,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,2,nan,0.4
"Feb 25, 07:00 am",0.986652,-0.0009999,-0.0009999,1,1,0.985652,0.985652,0,0,0,-0.0009999,0,0,0,-0.986652,-0.986652,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,26,416,91.0766,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,5,nan,0.6
"Feb 25, 08:00 am",0,0.930109,0.995997,1,1,0.930109,0.930109,0,0,0,0.930109,0,0,0.0658883,0.0658883,0.0658883,0,0,0,0.0100606,4.80162,1.04456,0,4.82185,5.07563,5.24662,6.22569,6.55336,6.55336,5.24662,0,401.02,0,0,96.3137,0,0.0140955,0,0.0385061,54,766,203.24,nan,73.1308,0.842737,0,0,18.4111,0.95,17.5579,459.35,401.02,211.17,61.4804,229.772,272.65,287,287,229.772,0,0,0,0,0,0,1.44784,0.95,180,20,11.2348,108.619,8,1,78.7652,0,0,0,0,0.2,10,nan,0.9
"Feb 25, 09:00 am",0,0.828181,2.12448,1,1,0.828181,0.828181,0,0,0,0.828181,0,0,1.2963,1.2963,1.2963,0,0,0,0.0214594,2.47242,2.21472,0,9.99599,10.5221,11.2326,11.8248,12.4471,12.4471,11.2326,0,394.043,0,0,96.8943,0,0.008321,0,0.0687824,67,899,413.642,nan,59.1643,0.949921,0,0,28.8424,0.95,19.5998,458.69,394.043,437.768,80.0905,491.924,517.858,545.114,545.114,491.924,0,0,0,0,0,0,3.13131,0.95,180,20,22.6801,118.431,9,1,67.3199,0,0,0,0,0.2,13,nan,1.1
"Feb 25, 10:00 am",0,0.833877,2.2843,1,2,0.833877,0.833877,0,0,0,0.833877,0,0,1.45042,1.45042,1.45042,0,0,0,0.0230737,1.75531,2.38144,0,6.9961,7.36432,12.3452,12.6975,13.3658,13.3658,12.3452,0,389.744,0,0,96.8899,0,0.00748344,0,0.0740657,232,462,483.694,nan,45.7264,0.972249,0,0,32.4427,0.95,19.6266,455.503,389.744,306.39,249.691,540.649,556.081,585.348,585.348,540.649,0,0,0,0,0,0,3.40707,0.95,180,20,33.0105,130.469,10,1,56.9895,0,0,0,0,0.2,14,nan,0.8
"Feb 25, 11:00 am",0,0.851794,2.95501,1,2,0.851794,0.851794,0,0,0,0.851794,0,0,2.10322,2.10322,2.10322,0,0,0,0.0298486,1.44755,3.08324,0,11.5022,12.1076,16.6783,16.974,17.8674,17.8674,16.6783,0,376.267,0,0,96.8091,0,0.00405555,0,0.0983836,214,636,634.544,nan,33.5178,0.98258,0,0,43.6235,0.95,19.0085,446.401,376.267,503.73,239.635,730.416,743.365,782.49,782.49,730.416,0,0,0,0,0,0,4.58264,0.95,180,20,41.3939,145.86,11,1,48.6061,0,0,0,0,0.2,16,nan,0.4
"Feb 25, 12:00 pm",0,0.832237,3.09992,1,2,0.832237,0.832237,0,0,0,0.832237,0,0,2.26768,2.26768,2.26768,0,0,0,0.0313123,1.3172,3.23557,0,11.8065,12.4279,17.7969,18.1035,19.0563,19.0563,17.7969,0,371.538,0,0,96.7754,0,0.00332114,0,0.104334,249,598,683.688,nan,24.4731,0.983065,0,0,47.3348,0.95,18.7031,442.785,371.538,517.06,275.77,779.403,792.83,834.558,834.558,779.403,0,0,0,0,0,0,4.87523,0.95,180,20,46.6274,165.204,12,1,43.3726,0,0,0,0,0.2,17,nan,0.3
"Feb 25, 01:00 pm",0,0.80532,3.15606,1,2,0.80532,0.80532,0,0,0,0.80532,0,0,2.35074,2.35074,2.35074,0,0,0,0.0318794,1.29865,3.29407,0,12.2026,12.8449,17.9546,18.2482,19.2086,19.2086,17.9546,0,375.331,0,0,96.7782,0,0.00305116,0,0.10613,235,610,684.763,nan,22.7525,0.98391,0,0,44.4922,0.95,18.8903,446.538,375.331,534.406,264.76,786.308,799.166,841.227,841.227,786.308,0,0,0,0,0,0,4.90986,0.95,180,20,47.5034,186.991,13,1,42.4966,0,0,0,0,0.2,18,nan,0.8
"Feb 25, 02:00 pm",0,0.800366,2.75758,1,2,0.800366,0.800366,0,0,0,0.800366,0,0,1.95721,1.95721,1.95721,0,0,0,0.0278543,1.38388,2.87569,0,9.61355,10.1195,15.1739,15.4653,16.2793,16.2793,15.1739,0,386.902,0,0,96.8616,0,0.00508544,0,0.0902508,232,510,584.8,nan,29.66,0.981155,0,0,35.3515,0.95,19.4584,455.202,386.902,421.019,256.275,664.53,677.294,712.941,712.941,664.53,0,0,0,0,0,0,4.14795,0.95,180,20,43.77,207.572,14,1,46.23,0,0,0,0,0.2,18,nan,1.9
"Feb 25, 03:00 pm",0,0.845383,2.34016,1,3,0.845383,0.845383,0,0,0,0.845383,0,0,1.49477,1.49477,1.49477,0,0,0,0.0236379,1.61234,2.43942,0,8.45792,8.90307,12.5863,12.8589,13.5357,13.5357,12.5863,0,393.166,0,0,96.8997,0,0.00722517,0,0.0756281,174,517,480.772,nan,41.0474,0.978798,0,0,29.9737,0.95,19.8521,458.937,393.166,370.409,192.74,551.209,563.149,592.788,592.788,551.209,0,0,0,0,0,0,3.45781,0.95,180,20,36.3965,224.434,15,1,53.6035,0,0,0,0,0.2,18,nan,2.9
"Feb 25, 04:00 pm",0,1.02639,2.18521,1,3,1.02639,1.02639,0,0,0,1.02639,0,0,1.15882,1.15882,1.15882,0,0,0,0.0220728,2.12726,2.27775,0,10.0992,10.6307,11.5174,11.9201,12.5475,12.5475,11.5174,0,397.053,0,0,96.9062,0,0.00803689,0,0.0704698,66,795,422.866,nan,54.1535,0.966217,0,0,26.725,0.95,19.9964,461.765,397.053,442.286,79.7463,504.397,522.033,549.508,549.508,504.397,0,0,0,0,0,0,3.19467,0.95,180,20,26.6723,237.592,16,1,63.3277,0,0,0,0,0.2,16,nan,3.1
"Feb 25, 05:00 pm",0.38567,0.99171,0.99171,1,3,1.37738,1.37738,0,0,0,0.99171,0,0,0,-0.38567,-0.38567,0,0,0,0.0100173,3.52798,1.04014,0,4.60405,4.84637,5.17956,5.76965,6.07332,6.07332,5.17956,0,400.925,0,0,96.3071,0,0.0141158,0,0.0384114,42,566,193.891,nan,67.9764,0.897725,0,0,18.4425,0.95,18.8654,459.241,400.925,201.632,51.0466,226.836,252.678,265.977,265.977,226.836,0,0,0,0,0,0,1.44204,0.95,180,20,15.5666,248.114,17,1,74.4334,0,0,0,0,0.2,13,nan,2.7
"Feb 25, 06:00 pm",1.65073,-0.0009999,-0.0009999,1,3,1.64973,1.64973,0,0,0,-0.0009999,0,0,0,-1.65073,-1.65073,0,0,0,9.9e-06,12.2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,82.0376,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,180,20,3.78966,257.061,18,1,86.2103,0,0,0,0,0.2,12,nan,2.5
"Feb 25, 07:00 pm",1.72106,-0.0009999,-0.0009999,1,3,1.72006,1.72006,0,0,0,-0.0009999,0,0,0,-1.72106,-1.72106,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,2.2
"Feb 25, 08:00 pm",1.65206,-0.0009999,-0.0009999,1,1,1.65106,1.65106,0,0,0,-0.0009999,0,0,0,-1.65206,-1.65206,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,1.8
"Feb 25, 09:00 pm",1.50158,-0.0009999,-0.0009999,1,1,1.50058,1.50058,0,0,0,-0.0009999,0,0,0,-1.50158,-1.50158,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,1.5
"Feb 25, 10:00 pm",1.21184,-0.0009999,-0.0009999,1,1,1.21084,1.21084,0,0,0,-0.0009999,0,0,0,-1.21184,-1.21184,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.4
"Feb 25, 11:00 pm",0.929196,-0.0009999,-0.0009999,1,1,0.928196,0.928196,0,0,0,-0.0009999,0,0,0,-0.929196,-0.929196,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.3
"Feb 26, 12:00 am",0.643568,-0.0009999,-0.0009999,1,1,0.642568,0.642568,0,0,0,-0.0009999,0,0,0,-0.643568,-0.643568,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.2
"Feb 26, 01:00 am",0.534214,-0.0009999,-0.0009999,1,1,0.533214,0.533214,0,0,0,-0.0009999,0,0,0,-0.534214,-0.534214,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.2
"Feb 26, 02:00 am",0.48794,-0.0009999,-0.0009999,1,1,0.48694,0.48694,0,0,0,-0.0009999,0,0,0,-0.48794,-0.48794,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,5,nan,1.3
"Feb 26, 03:00 am",0.474705,-0.0009999,-0.0009999,1,1,0.473705,0.473705,0,0,0,-0.0009999,0,0,0,-0.474705,-0.474705,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,4,nan,1.2
"Feb 26, 04:00 am",0.473619,-0.0009999,-0.0009999,1,1,0.472619,0.472619,0,0,0,-0.0009999,0,0,0,-0.473619,-0.473619,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,4,nan,1.2
"Feb 26, 05:00 am",0.531732,-0.0009999,-0.0009999,1,1,0.530732,0.530732,0,0,0,-0.0009999,0,0,0,-0.531732,-0.531732,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,4,nan,1.2
"Feb 26, 06:00 am",0.711519,-0.0009999,-0.0009999,1,1,0.710519,0.710519,0,0,0,-0.0009999,0,0,0,-0.711519,-0.711519,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,5,nan,1.1
"Feb 26, 07:00 am",0.986652,-0.0009999,-0.0009999,1,1,0.985652,0.985652,0,0,0,-0.0009999,0,0,0,-0.986652,-0.986652,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,30,313,78.9639,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.4
"Feb 26, 08:00 am",0,0.930109,0.971414,1,1,0.930109,0.930109,0,0,0,0.930109,0,0,0.0413054,0.0413054,0.0413054,0,0,0,0.00981227,4.70137,1.01915,0,4.24689,4.47041,5.08998,5.96232,6.27613,6.27613,5.08998,0,403.053,0,0,96.2792,0,0.0142483,0,0.0379203,67,669,200.265,nan,72.9837,0.85369,0,0,16.7152,0.95,17.8874,461.109,403.053,185.99,75.1261,222.912,261.116,274.859,274.859,222.912,0,0,0,0,0,0,1.40503,0.95,180,20,11.4902,108.339,8,1,78.5098,0,0,0,0,0.2,11,nan,2.5
"Feb 26, 09:00 am",0,0.828181,2.07381,1,1,0.828181,0.828181,0,0,0,0.828181,0,0,1.24563,1.24563,1.24563,0,0,0,0.0209476,2.44418,2.16163,0,9.11943,9.5994,10.8033,11.3614,11.9593,11.9593,10.8033,0,400.293,0,0,96.9065,0,0.00862764,0,0.066869,85,816,403.32,nan,58.9895,0.950883,0,0,24.0188,0.95,19.9102,464.216,400.293,399.379,98.1835,473.124,497.563,523.75,523.75,473.124,0,0,0,0,0,0,3.00539,0.95,180,20,22.9606,118.16,9,1,67.0394,0,0,0,0,0.2,14,nan,3.2
"Feb 26, 10:00 am",0,0.833877,2.95824,1,2,0.833877,0.833877,0,0,0,0.833877,0,0,2.12436,2.12436,2.12436,0,0,0,0.0298812,1.74079,3.08497,0,13.5443,14.2572,15.8325,16.1379,16.9873,16.9873,15.8325,0,394.13,0,0,96.8607,0,0.00409881,0,0.0968469,96,891,585.482,nan,45.5113,0.981072,0,0,30.0875,0.95,20.0045,462.799,394.13,593.165,113.584,693.372,706.749,743.947,743.947,693.372,0,0,0,0,0,0,4.36337,0.95,180,20,33.3233,130.219,10,1,56.6767,0,0,0,0,0.2,16,nan,3.3
"Feb 26, 11:00 am",0,0.851794,3.50941,1,2,0.851794,0.851794,0,0,0,0.851794,0,0,2.65761,2.65761,2.65761,0,0,0,0.0354485,1.43768,3.66384,0,16.7641,17.6465,19.3111,19.5099,20.5367,20.5367,19.3111,0,386.843,0,0,96.7524,0,0.00129169,0,0.118988,105,924,720.189,nan,33.2402,0.989812,0,0,35.8935,0.95,19.652,458.773,386.843,734.174,120.248,845.717,854.422,899.391,899.391,845.717,0,0,0,0,0,0,5.28823,0.95,180,20,41.7428,145.671,11,1,48.2572,0,0,0,0,0.2,18,nan,3
"Feb 26, 12:00 pm",0,0.832237,3.762,1,2,0.832237,0.832237,0,0,0,0.832237,0,0,2.92976,2.92976,2.92976,0,0,0,0.038,1.30917,3.95419,0,18.5121,19.4864,21.1945,21.3648,22.4893,22.4893,21.1945,0,381.97,0.0230353,0,96.1006,0,-9.6996e-05,0,0.154189,109,935,792.836,nan,24.1158,0.992028,0,0,39.6237,0.95,19.3679,455.651,381.97,810.725,124.933,928.199,935.658,984.903,984.903,928.199,0,0,0,0,0,0,5.78649,0.95,180,20,47.0018,165.145,12,1,42.9982,0,0,0,0,0.2,19,nan,2.7
"Feb 26, 01:00 pm",0,0.80532,3.762,1,2,0.80532,0.80532,0,0,0,0.80532,0,0,2.95668,2.95668,2.95668,0,0,0,0.038,1.2911,3.95284,0,18.572,19.5495,21.2586,21.4252,22.5528,22.5528,21.2586,0,380.894,0.0216091,0,96.1335,0,-8.86014e-05,0,0.152837,109,926,795.759,nan,22.3955,0.992226,0,0,40.4392,0.95,19.3068,454.672,380.894,813.35,124.951,931.006,938.301,987.685,987.685,931.006,0,0,0,0,0,0,5.802,0.95,180,20,47.8714,187.11,13,1,42.1286,0,0,0,0,0.2,19,nan,2.5
"Feb 26, 02:00 pm",0,0.800366,3.48771,1,2,0.800366,0.800366,0,0,0,0.800366,0,0,2.68734,2.68734,2.68734,0,0,0,0.0352294,1.37571,3.64167,0,16.9316,17.8228,19.5001,19.6791,20.7148,20.7148,19.5001,0,381.338,0,0,96.7398,0,0.00139908,0,0.118726,105,896,728.516,nan,29.4093,0.990903,0,0,40.0705,0.95,19.3651,453.649,381.338,741.509,120.324,853.993,861.833,907.193,907.193,853.993,0,0,0,0,0,0,5.33753,0.95,180,20,44.098,207.83,14,1,45.902,0,0,0,0,0.2,20,nan,2.4
"Feb 26, 03:00 pm",0,0.845383,2.94278,1,3,0.845383,0.845383,0,0,0,0.845383,0,0,2.0974,2.0974,2.0974,0,0,0,0.0297251,1.60191,3.06943,0,13.7107,14.4323,16.0806,16.321,17.18,17.18,16.0806,0,387.167,0,0,96.8423,0,0.00415364,0,0.0969237,96,836,595.303,nan,40.8834,0.985267,0,0,35.3456,0.95,19.6805,456.344,387.167,600.449,114.319,704.237,714.768,752.388,752.388,704.237,0,0,0,0,0,0,4.42479,0.95,180,20,36.6734,224.752,15,1,53.3266,0,0,0,0,0.2,19,nan,2.5
