"Time stamp","Electricity from grid (year 1 hourly) | (kWh)","Electricity from system to load (year 1 hourly) | (kWh)","System power generated | (kW)","TOU period for demand charges (year 1 hourly)","Air temperature | ('C)","Wind speed | (m/s)","Wind direction | (deg)","TOU period for energy charges (year 1 hourly)","Electricity load (year 1) | (kW)","Bill load (year 1) | (kWh)","Demand charge with system (year 1 hourly) | ($)","Demand charge without system (year 1 hourly) | ($)","Electricity peak from grid per TOU period (year 1 hourly) | (kW)","Electricity peak from system to load (year 1 hourly) | (kW)","Electricity sales/purchases with system (year 1 hourly) | ($)","Electricity sales/purchases without system (year 1 hourly) | ($)","Electricity to grid (year 1 hourly) | (kWh)","Electricity to/from grid (year 1 hourly) | (kWh)","Electricity to/from grid peak (year 1 hourly) | (kW)","Energy charge with system (year 1 hourly) | ($)","Energy charge without system (year 1 hourly) | ($)","Lifetime electricity load | (kW)","Pressure | (atm)"
"Jun 4, 08:00 pm",2.69591,0.367301,0.367301,1,9.161,6.59178,234,1,3.06321,3.06321,0,0,0,0.367301,0,0,0,-2.69591,-2.69591,0,0,0,0.764709
"Jun 4, 09:00 pm",2.0685,0.495647,0.495647,1,8.501,7.14687,232,1,2.56415,2.56415,0,0,0,0.495647,0,0,0,-2.0685,-2.0685,0,0,0,0.763722
"Jun 4, 10:00 pm",1.02775,1.04565,1.04565,1,8.141,8.76313,233,1,2.0734,2.0734,0,0,0,1.04565,0,0,0,-1.02775,-1.02775,0,0,0,0.764117
"Jun 4, 11:00 pm",0,1.57194,1.97948,1,7.841,10.7824,241,1,1.57194,1.57194,0,0,0,1.57194,0,0,0.407539,0.407539,0.407539,0,0,0,0.765994
"Jun 5, 12:00 am",0,1.287,2.10956,1,7.641,11.3181,240,1,1.287,1.287,0,0,0,1.287,0,0,0.822558,0.822558,0.822558,0,0,0,0.764414
"Jun 5, 01:00 am",0,1.09678,2.13542,1,7.241,11.4228,237,1,1.09678,1.09678,0,0,0,1.09678,0,0,1.03864,1.03864,1.03864,0,0,0,0.76481
"Jun 5, 02:00 am",0,0.97229,2.04098,1,7.041,11.0114,242,1,0.97229,0.97229,0,0,0,0.97229,0,0,1.06869,1.06869,1.06869,0,0,0,0.764712
"Jun 5, 03:00 am",0,0.87875,1.67929,1,6.781,9.95949,237,1,0.87875,0.87875,0,0,0,0.87875,0,0,0.800543,0.800543,0.800543,0,0,0,0.765305
"Jun 5, 04:00 am",0,0.875895,1.57922,1,6.481,9.70096,234,1,0.875895,0.875895,0,0,0,0.875895,0,0,0.703323,0.703323,0.703323,0,0,0,0.765997
"Jun 5, 05:00 am",0,1.01801,1.30669,1,6.931,9.22275,229,1,1.01801,1.01801,0,0,0,1.01801,0,0,0.288683,0.288683,0.288683,0,0,0,0.763922
"Jun 5, 06:00 am",0.152318,1.04007,1.04007,1,7.381,8.75384,228,1,1.19239,1.19239,0,0,0,1.04007,0,0,0,-0.152318,-0.152318,0,0,0,0.761847
"Jun 5, 07:00 am",0,1.1663,1.21759,1,8.281,9.07912,240,1,1.1663,1.1663,0,0,0,1.1663,0,0,0.0512931,0.0512931,0.0512931,0,0,0,0.763228
"Jun 5, 08:00 am",0.396137,0.899243,0.899243,1,9.441,8.42856,247,1,1.29538,1.29538,0,0,0,0.899243,0,0,0,-0.396137,-0.396137,0,0,0,0.761845
"Jun 5, 09:00 am",0.869716,0.753564,0.753564,1,10.641,8.04583,249,1,1.62328,1.62328,0,0,0,0.753564,0,0,0,-0.869716,-0.869716,0,0,0,0.761249
"Jun 5, 10:00 am",0.457784,1.25344,1.25344,1,11.741,9.19403,254,1,1.71122,1.71122,0,0,0,1.25344,0,0,0,-0.457784,-0.457784,0,0,0,0.760063
"Jun 5, 11:00 am",0.313151,1.59776,1.59776,1,12.741,9.82515,256,1,1.91091,1.91091,0,0,0,1.59776,0,0,0,-0.313151,-0.313151,0,0,0,0.761641
"Jun 5, 12:00 pm",0.665528,1.45139,1.45139,1,13.541,9.57676,255,1,2.11692,2.11692,0,0,0,1.45139,0,0,0,-0.665528,-0.665528,0,0,0,0.759468
"Jun 5, 01:00 pm",1.03595,1.43165,1.43165,1,14.141,9.53874,250,1,2.4676,2.4676,0,0,0,1.43165,0,0,0,-1.03595,-1.03595,0,0,0,0.761541
"Jun 5, 02:00 pm",1.38726,1.44299,1.44299,1,14.681,9.56746,246,1,2.83025,2.83025,0,0,0,1.44299,0,0,0,-1.38726,-1.38726,0,0,0,0.761046
"Jun 5, 03:00 pm",1.45553,1.75952,1.75952,1,15.081,10.2941,243,4,3.21505,3.21505,0,0,0,1.75952,0,0,0,-1.45553,-1.45553,0,0,0,0.761342
"Jun 5, 04:00 pm",2.12368,1.6571,1.6571,1,15.181,10.0169,246,4,3.78078,3.78078,0,0,0,1.6571,0,0,0,-2.12368,-2.12368,0,0,0,0.760848
"Jun 5, 05:00 pm",2.81995,0.720656,0.720656,1,15.641,7.99851,246,4,3.54061,3.54061,0,0,0,0.720656,0,0,0,-2.81995,-2.81995,0,0,0,0.762427
"Jun 5, 06:00 pm",3.02099,0.267567,0.267567,1,16.101,5.96995,243,4,3.28856,3.28856,0,0,0,0.267567,0,0,0,-3.02099,-3.02099,0,0,0,0.763908
"Jun 5, 07:00 pm",2.73316,0.286946,0.286946,1,15.821,6.10344,227,4,3.02011,3.02011,0,0,0,0.286946,0,0,0,-2.73316,-2.73316,0,0,0,0.766179
"Jun 5, 08:00 pm",2.67098,0.155191,0.155191,1,15.661,5.06085,187,1,2.82617,2.82617,0,0,0,0.155191,0,0,0,-2.67098,-2.67098,0,0,0,0.765784
"Jun 5, 09:00 pm",2.13383,0.189646,0.189646,1,14.881,5.36755,155,1,2.32348,2.32348,0,0,0,0.189646,0,0,0,-2.13383,-2.13383,0,0,0,0.766872
"Jun 5, 10:00 pm",1.56681,0.293744,0.293744,1,13.761,6.1423,135,1,1.86055,1.86055,0,0,0,0.293744,0,0,0,-1.56681,-1.56681,0,0,0,0.764702
"Jun 5, 11:00 pm",1.06607,0.324901,0.324901,1,12.981,6.36198,155,1,1.39097,1.39097,0,0,0,0.324901,0,0,0,-1.06607,-1.06607,0,0,0,0.765196
"Jun 6, 12:00 am",0.700306,0.407264,0.407264,1,12.501,6.79287,166,1,1.10757,1.10757,0,0,0,0.407264,0,0,0,-0.700306,-0.700306,0,0,0,0.764407
"Jun 6, 01:00 am",0.197428,0.719562,0.719562,1,12.101,7.95036,179,1,0.91699,0.91699,0,0,0,0.719562,0,0,0,-0.197428,-0.197428,0,0,0,0.765988
"Jun 6, 02:00 am",0.00820392,0.809616,0.809616,1,12.321,8.19875,204,1,0.81782,0.81782,0,0,0,0.809616,0,0,0,-0.00820392,-0.00820392,0,0,0,0.765691
"Jun 6, 03:00 am",0,0.725081,0.998881,1,12.061,8.71582,208,1,0.725081,0.725081,0,0,0,0.725081,0,0,0.2738,0.2738,0.2738,0,0,0,0.764605
"Jun 6, 04:00 am",0,0.729731,1.48534,1,11.461,9.59619,214,1,0.729731,0.729731,0,0,0,0.729731,0,0,0.755607,0.755607,0.755607,0,0,0,0.764014
"Jun 6, 05:00 am",0,0.863447,0.971492,1,12.251,8.64908,202,1,0.863447,0.863447,0,0,0,0.863447,0,0,0.108045,0.108045,0.108045,0,0,0,0.763025
"Jun 6, 06:00 am",0.461783,0.616787,0.616787,1,13.041,7.69182,203,1,1.07857,1.07857,0,0,0,0.616787,0,0,0,-0.461783,-0.461783,0,0,0,0.762135
"Jun 6, 07:00 am",0.689698,0.345212,0.345212,1,13.821,6.52504,202,1,1.03491,1.03491,0,0,0,0.345212,0,0,0,-0.689698,-0.689698,0,0,0,0.762035
"Jun 6, 08:00 am",0.820004,0.303937,0.303937,1,14.881,6.23778,213,1,1.12394,1.12394,0,0,0,0.303937,0,0,0,-0.820004,-0.820004,0,0,0,0.759861
"Jun 6, 09:00 am",1.05891,0.351527,0.351527,1,15.741,6.59178,223,1,1.41044,1.41044,0,0,0,0.351527,0,0,0,-1.05891,-1.05891,0,0,0,0.758379
"Jun 6, 10:00 am",0.797946,0.692494,0.692494,1,16.441,7.94106,234,1,1.49044,1.49044,0,0,0,0.692494,0,0,0,-0.797946,-0.797946,0,0,0,0.758871
"Jun 6, 11:00 am",0.602136,1.09156,1.09156,1,16.941,8.95492,239,1,1.6937,1.6937,0,0,0,1.09156,0,0,0,-0.602136,-0.602136,0,0,0,0.75966
"Jun 6, 12:00 pm",0.533763,1.48219,1.48219,1,16.841,9.68152,241,1,2.01595,2.01595,0,0,0,1.48219,0,0,0,-0.533763,-0.533763,0,0,0,0.756698
"Jun 6, 01:00 pm",1.40583,0.892311,0.892311,1,16.681,8.49531,238,1,2.29814,2.29814,0,0,0,0.892311,0,0,0,-1.40583,-1.40583,0,0,0,0.757982
"Jun 6, 02:00 pm",2.28115,0.431295,0.431295,1,15.841,6.94579,234,1,2.71245,2.71245,0,0,0,0.431295,0,0,0,-2.28115,-2.28115,0,0,0,0.757391
"Jun 6, 03:00 pm",2.69708,0.362543,0.362543,1,15.301,6.63994,226,4,3.05962,3.05962,0,0,0,0.362543,0,0,0,-2.69708,-2.69708,0,0,0,0.757293
"Jun 6, 04:00 pm",3.32733,0.339474,0.339474,1,14.701,6.50561,222,4,3.6668,3.6668,0,0,0,0.339474,0,0,0,-3.32733,-3.32733,0,0,0,0.756504
"Jun 6, 05:00 pm",2.96565,0.546193,0.546193,1,15.661,7.44343,229,4,3.51184,3.51184,0,0,0,0.546193,0,0,0,-2.96565,-2.96565,0,0,0,0.75907
"Jun 6, 06:00 pm",2.4589,0.859288,0.859288,1,16.621,8.39054,235,4,3.31819,3.31819,0,0,0,0.859288,0,0,0,-2.4589,-2.4589,0,0,0,0.761636
"Jun 6, 07:00 pm",2.35076,0.758853,0.758853,1,15.621,8.10328,249,4,3.10961,3.10961,0,0,0,0.758853,0,0,0,-2.35076,-2.35076,0,0,0,0.762329
"Jun 6, 08:00 pm",2.38368,0.504393,0.504393,1,13.721,7.23305,279,1,2.88807,2.88807,0,0,0,0.504393,0,0,0,-2.38368,-2.38368,0,0,0,0.76243
"Jun 6, 09:00 pm",1.97414,0.394385,0.394385,1,12.081,6.73541,290,1,2.36853,2.36853,0,0,0,0.394385,0,0,0,-1.97414,-1.97414,0,0,0,0.763717
"Jun 6, 10:00 pm",1.38487,0.482717,0.482717,1,11.081,7.11815,283,1,1.86759,1.86759,0,0,0,0.482717,0,0,0,-1.38487,-1.38487,0,0,0,0.761842
"Jun 6, 11:00 pm",0.889321,0.480629,0.480629,1,10.321,7.09871,279,1,1.36995,1.36995,0,0,0,0.480629,0,0,0,-0.889321,-0.889321,0,0,0,0.763127
"Jun 7, 12:00 am",0.825116,0.279874,0.279874,1,9.661,6.01811,267,1,1.10499,1.10499,0,0,0,0.279874,0,0,0,-0.825116,-0.825116,0,0,0,0.762535
"Jun 7, 01:00 am",0.792833,0.134835,0.134835,1,9.061,4.84118,259,1,0.927668,0.927668,0,0,0,0.134835,0,0,0,-0.792833,-0.792833,0,0,0,0.764215
"Jun 7, 02:00 am",0.788601,0.0417937,0.0417937,1,8.601,3.82648,250,1,0.830395,0.830395,0,0,0,0.0417937,0,0,0,-0.788601,-0.788601,0,0,0,0.762734
"Jun 7, 03:00 am",0.7632,0,0,1,8.341,3.0137,201,1,0.7632,0.7632,0,0,0,0,0,0,0,-0.7632,-0.7632,0,0,0,0.763623
"Jun 7, 04:00 am",0.720124,0.0393164,0.0393164,1,7.881,3.78846,162,1,0.75944,0.75944,0,0,0,0.0393164,0,0,0,-0.720124,-0.720124,0,0,0,0.763427
"Jun 7, 05:00 am",0.646783,0.241444,0.241444,1,7.631,5.73085,115,1,0.888227,0.888227,0,0,0,0.241444,0,0,0,-0.646783,-0.646783,0,0,0,0.760465
"Jun 7, 06:00 am",0.476711,0.619279,0.619279,1,7.381,7.6631,112,1,1.09599,1.09599,0,0,0,0.619279,0,0,0,-0.476711,-0.476711,0,0,0,0.757502
"Jun 7, 07:00 am",0.263588,0.796392,0.796392,1,9.281,8.16073,127,1,1.05998,1.05998,0,0,0,0.796392,0,0,0,-0.263588,-0.263588,0,0,0,0.758092
"Jun 7, 08:00 am",0.900051,0.301879,0.301879,1,12.241,6.20905,164,1,1.20193,1.20193,0,0,0,0.301879,0,0,0,-0.900051,-0.900051,0,0,0,0.75789
"Jun 7, 09:00 am",0.851769,0.607091,0.607091,1,13.881,7.69182,217,1,1.45886,1.45886,0,0,0,0.607091,0,0,0,-0.851769,-0.851769,0,0,0,0.756505
"Jun 7, 10:00 am",0,1.65939,1.86757,1,14.281,10.6008,229,1,1.65939,1.65939,0,0,0,1.65939,0,0,0.208177,0.208177,0.208177,0,0,0,0.756899
"Jun 7, 11:00 am",0,1.90381,2.35781,1,14.241,13.3272,234,1,1.90381,1.90381,0,0,0,1.90381,0,0,0.454003,0.454003,0.454003,0,0,0,0.756899
"Jun 7, 12:00 pm",0,2.15725,2.39408,1,14.341,14.14,228,1,2.15725,2.15725,0,0,0,2.15725,0,0,0.236827,0.236827,0.236827,0,0,0,0.754332
"Jun 7, 01:00 pm",0.0674446,2.38509,2.38509,1,14.041,15.8906,227,1,2.45253,2.45253,0,0,0,2.38509,0,0,0,-0.0674446,-0.0674446,0,0,0,0.756801
"Jun 7, 02:00 pm",0.465006,2.35331,2.35331,1,12.741,16.6662,238,1,2.81832,2.81832,0,0,0,2.35331,0,0,0,-0.465006,-0.465006,0,0,0,0.758383
"Jun 7, 03:00 pm",0.840312,2.3997,2.3997,1,10.401,15.2882,251,4,3.24001,3.24001,0,0,0,2.3997,0,0,0,-0.840312,-0.840312,0,0,0,0.757301
"Jun 7, 04:00 pm",1.3736,2.37817,2.37817,1,9.401,13.6905,252,4,3.75177,3.75177,0,0,0,2.37817,0,0,0,-1.3736,-1.3736,0,0,0,0.757795
"Jun 7, 05:00 pm",1.41724,2.33015,2.33015,1,9.221,12.849,254,4,3.74739,3.74739,0,0,0,2.33015,0,0,0,-1.41724,-1.41724,0,0,0,0.759278
"Jun 7, 06:00 pm",1.1952,2.25458,2.25458,1,9.041,12.0159,263,4,3.44978,3.44978,0,0,0,2.25458,0,0,0,-1.1952,-1.1952,0,0,0,0.760759
"Jun 7, 07:00 pm",0.970194,2.17478,2.17478,1,8.381,11.6146,267,4,3.14497,3.14497,0,0,0,2.17478,0,0,0,-0.970194,-0.970194,0,0,0,0.763722
"Jun 7, 08:00 pm",0.771975,2.17773,2.17773,1,7.581,11.6239,267,1,2.9497,2.9497,0,0,0,2.17773,0,0,0,-0.771975,-0.771975,0,0,0,0.762242
"Jun 7, 09:00 pm",0.297516,2.1158,2.1158,1,6.721,11.3367,269,1,2.41332,2.41332,0,0,0,2.1158,0,0,0,-0.297516,-0.297516,0,0,0,0.763626
"Jun 7, 10:00 pm",0,1.87813,2.03013,1,6.021,10.9548,270,1,1.87813,1.87813,0,0,0,1.87813,0,0,0.151997,0.151997,0.151997,0,0,0,0.763923
"Jun 7, 11:00 pm",0,1.41774,1.89287,1,5.381,10.5146,272,1,1.41774,1.41774,0,0,0,1.41774,0,0,0.475126,0.475126,0.475126,0,0,0,0.766492
"Jun 8, 12:00 am",0,1.12674,1.73791,1,4.781,10.1031,264,1,1.12674,1.12674,0,0,0,1.12674,0,0,0.611169,0.611169,0.611169,0,0,0,0.763234
"Jun 8, 01:00 am",0,0.924954,1.81454,1,4.221,10.3042,261,1,0.924954,0.924954,0,0,0,0.924954,0,0,0.889587,0.889587,0.889587,0,0,0,0.763038
"Jun 8, 02:00 am",0,0.809849,1.46761,1,3.821,9.48129,260,1,0.809849,0.809849,0,0,0,0.809849,0,0,0.657766,0.657766,0.657766,0,0,0,0.763136
"Jun 8, 03:00 am",0,0.742372,0.963287,1,3.421,8.53417,261,1,0.742372,0.742372,0,0,0,0.742372,0,0,0.220915,0.220915,0.220915,0,0,0,0.76373
"Jun 8, 04:00 am",0,0.735273,0.957608,1,3.021,8.51474,258,1,0.735273,0.735273,0,0,0,0.735273,0,0,0.222335,0.222335,0.222335,0,0,0,0.763731
"Jun 8, 05:00 am",0.208216,0.636987,0.636987,1,4.101,7.6631,261,1,0.845203,0.845203,0,0,0,0.636987,0,0,0,-0.208216,-0.208216,0,0,0,0.76284
"Jun 8, 06:00 am",0.610362,0.425748,0.425748,1,5.181,6.82159,269,1,1.03611,1.03611,0,0,0,0.425748,0,0,0,-0.610362,-0.610362,0,0,0,0.761949
"Jun 8, 07:00 am",0.505707,0.496853,0.496853,1,5.641,7.13673,253,1,1.00256,1.00256,0,0,0,0.496853,0,0,0,-0.505707,-0.505707,0,0,0,0.760863
"Jun 8, 08:00 am",0.620261,0.513669,0.513669,1,6.541,7.21362,245,1,1.13393,1.13393,0,0,0,0.513669,0,0,0,-0.620261,-0.620261,0,0,0,0.762046
"Jun 8, 09:00 am",0.742602,0.723558,0.723558,1,7.641,7.94106,246,1,1.46616,1.46616,0,0,0,0.723558,0,0,0,-0.742602,-0.742602,0,0,0,0.759773
"Jun 8, 10:00 am",0.784782,0.805088,0.805088,1,8.841,8.18017,250,1,1.58987,1.58987,0,0,0,0.805088,0,0,0,-0.784782,-0.784782,0,0,0,0.758092
"Jun 8, 11:00 am",0.607792,1.13584,1.13584,1,9.941,8.96422,255,1,1.74363,1.74363,0,0,0,1.13584,0,0,0,-0.607792,-0.607792,0,0,0,0.759276
"Jun 8, 12:00 pm",0.617402,1.39026,1.39026,1,11.101,9.44242,261,1,2.00766,2.00766,0,0,0,1.39026,0,0,0,-0.617402,-0.617402,0,0,0,0.758484
"Jun 8, 01:00 pm",0.606858,1.63627,1.63627,1,12.141,9.93076,257,1,2.24313,2.24313,0,0,0,1.63627,0,0,0,-0.606858,-0.606858,0,0,0,0.75947
"Jun 8, 02:00 pm",0.53847,1.99846,1.99846,1,13.141,10.926,251,1,2.53693,2.53693,0,0,0,1.99846,0,0,0,-0.53847,-0.53847,0,0,0,0.760851
"Jun 8, 03:00 pm",0.755814,2.05807,2.05807,1,13.741,11.1939,244,4,2.81388,2.81388,0,0,0,2.05807,0,0,0,-0.755814,-0.755814,0,0,0,0.760455
"Jun 8, 04:00 pm",0.923965,2.25798,2.25798,1,14.041,12.1215,243,4,3.18194,3.18194,0,0,0,2.25798,0,0,0,-0.923965,-0.923965,0,0,0,0.761146
"Jun 8, 05:00 pm",1.34159,1.69944,1.69944,1,13.881,10.1124,253,4,3.04103,3.04103,0,0,0,1.69944,0,0,0,-1.34159,-1.34159,0,0,0,0.762035
"Jun 8, 06:00 pm",2.06527,0.766014,0.766014,1,13.721,8.10328,271,4,2.83128,2.83128,0,0,0,0.766014,0,0,0,-2.06527,-2.06527,0,0,0,0.762826
"Jun 8, 07:00 pm",2.37344,0.333675,0.333675,1,12.281,6.41943,309,4,2.70711,2.70711,0,0,0,0.333675,0,0,0,-2.37344,-2.37344,0,0,0,0.765592
"Jun 8, 08:00 pm",2.38709,0.183278,0.183278,1,11.081,5.29066,332,1,2.57037,2.57037,0,0,0,0.183278,0,0,0,-2.38709,-2.38709,0,0,0,0.764903
"Jun 8, 09:00 pm",2.14104,0.0092915,0.0092915,1,10.381,3.38714,339,1,2.15033,2.15033,0,0,0,0.0092915,0,0,0,-2.14104,-2.14104,0,0,0,0.766188
"Jun 8, 10:00 pm",1.70438,0,0,1,9.921,2.85064,294,1,1.70438,1.70438,0,0,0,0,0,0,0,-1.70438,-1.70438,0,0,0,0.765004
"Jun 8, 11:00 pm",1.16938,0.0602365,0.0602365,1,9.301,4.07572,294,1,1.22962,1.22962,0,0,0,0.0602365,0,0,0,-1.16938,-1.16938,0,0,0,0.765301
"Jun 9, 12:00 am",1.0001,0,0,1,9.001,2.78389,293,1,1.0001,1.0001,0,0,0,0,0,0,0,-1.0001,-1.0001,0,0,0,0.765301
"Jun 9, 01:00 am",0.856485,0,0,1,8.861,3.02299,293,1,0.856485,0.856485,0,0,0,0,0,0,0,-0.856485,-0.856485,0,0,0,0.766289
"Jun 9, 02:00 am",0.622011,0.138993,0.138993,1,7.881,4.86991,306,1,0.761004,0.761004,0,0,0,0.138993,0,0,0,-0.622011,-0.622011,0,0,0,0.765204
"Jun 9, 03:00 am",0.495912,0.182133,0.182133,1,6.681,5.25264,307,1,0.678045,0.678045,0,0,0,0.182133,0,0,0,-0.495912,-0.495912,0,0,0,0.765009
"Jun 9, 04:00 am",0.639067,0.0620726,0.0620726,1,5.941,4.08501,308,1,0.70114,0.70114,0,0,0,0.0620726,0,0,0,-0.639067,-0.639067,0,0,0,0.764911
"Jun 9, 05:00 am",0.725147,0,0,1,5.841,2.11474,314,1,0.725147,0.725147,0,0,0,0,0,0,0,-0.725147,-0.725147,0,0,0,0.763232
"Jun 9, 06:00 am",1.01106,0,0,1,5.741,0.134337,74,1,1.01106,1.01106,0,0,0,0,0,0,0,-1.01106,-1.01106,0,0,0,0.761455
"Jun 9, 07:00 am",0.994758,0,0,1,6.541,1.44475,208,1,0.994758,0.994758,0,0,0,0,0,0,0,-0.994758,-0.994758,0,0,0,0.759775
"Jun 9, 08:00 am",1.10697,0,0,1,7.081,2.42059,273,1,1.10697,1.10697,0,0,0,0,0,0,0,-1.10697,-1.10697,0,0,0,0.76165
"Jun 9, 09:00 am",1.41876,0,0,1,7.241,3.11847,284,1,1.41876,1.41876,0,0,0,0,0,0,0,-1.41876,-1.41876,0,0,0,0.757997
"Jun 9, 10:00 am",1.41722,0.119345,0.119345,1,7.741,4.70685,287,1,1.53657,1.53657,0,0,0,0.119345,0,0,0,-1.41722,-1.41722,0,0,0,0.757798
"Jun 9, 11:00 am",1.41124,0.294506,0.294506,1,8.341,6.12287,277,1,1.70575,1.70575,0,0,0,0.294506,0,0,0,-1.41124,-1.41124,0,0,0,0.759476
"Jun 9, 12:00 pm",1.38776,0.58754,0.58754,1,8.841,7.56762,270,1,1.9753,1.9753,0,0,0,0.58754,0,0,0,-1.38776,-1.38776,0,0,0,0.758092
"Jun 9, 01:00 pm",1.42704,0.79377,0.79377,1,9.241,8.15144,271,1,2.22081,2.22081,0,0,0,0.79377,0,0,0,-1.42704,-1.42704,0,0,0,0.758586
"Jun 9, 02:00 pm",1.81339,0.723634,0.723634,1,9.741,7.95965,271,1,2.53702,2.53702,0,0,0,0.723634,0,0,0,-1.81339,-1.81339,0,0,0,0.760165
"Jun 9, 03:00 pm",1.96558,0.948231,0.948231,1,10.141,8.57219,274,4,2.91381,2.91381,0,0,0,0.948231,0,0,0,-1.96558,-1.96558,0,0,0,0.760954
"Jun 9, 04:00 pm",2.81791,0.64479,0.64479,1,10.541,7.74927,274,4,3.4627,3.4627,0,0,0,0.64479,0,0,0,-2.81791,-2.81791,0,0,0,0.761052
"Jun 9, 05:00 pm",2.99461,0.438601,0.438601,1,11.111,6.92636,277,4,3.43321,3.43321,0,0,0,0.438601,0,0,0,-2.99461,-2.99461,0,0,0,0.761743
"Jun 9, 06:00 pm",2.93128,0.28833,0.28833,1,11.681,6.09415,287,4,3.21961,3.21961,0,0,0,0.28833,0,0,0,-2.93128,-2.93128,0,0,0,0.762433
"Jun 9, 07:00 pm",2.67859,0.298156,0.298156,1,11.361,6.1516,272,4,2.97675,2.97675,0,0,0,0.298156,0,0,0,-2.67859,-2.67859,0,0,0,0.766778
"Jun 9, 08:00 pm",2.60768,0.20873,0.20873,1,10.801,5.50104,267,1,2.81641,2.81641,0,0,0,0.20873,0,0,0,-2.60768,-2.60768,0,0,0,0.766088
"Jun 9, 09:00 pm",2.21578,0.133429,0.133429,1,10.281,4.83105,244,1,2.34921,2.34921,0,0,0,0.133429,0,0,0,-2.21578,-2.21578,0,0,0,0.766287
"Jun 9, 10:00 pm",1.61797,0.122074,0.122074,1,9.861,4.72628,233,1,1.74004,1.74004,0,0,0,0.122074,0,0,0,-1.61797,-1.61797,0,0,0,0.766089
"Jun 9, 11:00 pm",1.14572,0.0752725,0.0752725,1,9.501,4.2768,225,1,1.22099,1.22099,0,0,0,0.0752725,0,0,0,-1.14572,-1.14572,0,0,0,0.767473
"Jun 10, 12:00 am",0.862671,0.132146,0.132146,1,8.981,4.81246,218,1,0.994817,0.994817,0,0,0,0.132146,0,0,0,-0.862671,-0.862671,0,0,0,0.766091
"Jun 10, 01:00 am",0.76823,0.0870879,0.0870879,1,8.581,4.401,225,1,0.855318,0.855318,0,0,0,0.0870879,0,0,0,-0.76823,-0.76823,0,0,0,0.767079
"Jun 10, 02:00 am",0.686515,0.0756777,0.0756777,1,8.161,4.2768,228,1,0.762193,0.762193,0,0,0,0.0756777,0,0,0,-0.686515,-0.686515,0,0,0,0.766783
"Jun 10, 03:00 am",0.678199,0.0008686,0.0008686,1,7.781,3.2621,211,1,0.679068,0.679068,0,0,0,0.0008686,0,0,0,-0.678199,-0.678199,0,0,0,0.766587
"Jun 10, 04:00 am",0.664069,0.0364038,0.0364038,1,7.321,3.74115,228,1,0.700473,0.700473,0,0,0,0.0364038,0,0,0,-0.664069,-0.664069,0,0,0,0.766686
"Jun 10, 05:00 am",0.834981,0,0,1,6.701,2.54479,239,1,0.834981,0.834981,0,0,0,0,0,0,0,-0.834981,-0.834981,0,0,0,0.76491
"Jun 10, 06:00 am",1.05304,0,0,1,6.081,1.33914,214,1,1.05304,1.05304,0,0,0,0,0,0,0,-1.05304,-1.05304,0,0,0,0.763133
"Jun 10, 07:00 am",1.08561,0,0,1,7.601,1.08145,209,1,1.08561,1.08561,0,0,0,0,0,0,0,-1.08561,-1.08561,0,0,0,0.762341
"Jun 10, 08:00 am",1.23609,0,0,1,8.781,1.04259,255,1,1.23609,1.23609,0,0,0,0,0,0,0,-1.23609,-1.23609,0,0,0,0.761747
"Jun 10, 09:00 am",1.63892,0,0,1,9.601,0.468911,238,1,1.63892,1.63892,0,0,0,0,0,0,0,-1.63892,-1.63892,0,0,0,0.763029
"Jun 10, 10:00 am",1.77986,0,0,1,10.241,0.765465,13,1,1.77986,1.77986,0,0,0,0,0,0,0,-1.77986,-1.77986,0,0,0,0.761349
"Jun 10, 11:00 am",2.0282,0,0,1,10.801,1.71258,43,1,2.0282,2.0282,0,0,0,0,0,0,0,-2.0282,-2.0282,0,0,0,0.760064
"Jun 10, 12:00 pm",2.31235,0,0,1,11.441,1.82748,85,1,2.31235,2.31235,0,0,0,0,0,0,0,-2.31235,-2.31235,0,0,0,0.759767
"Jun 10, 01:00 pm",2.59905,0,0,1,12.001,1.29183,48,1,2.59905,2.59905,0,0,0,0,0,0,0,-2.59905,-2.59905,0,0,0,0.760853
"Jun 10, 02:00 pm",2.82815,0,0,1,12.001,1.33914,83,1,2.82815,2.82815,0,0,0,0,0,0,0,-2.82815,-2.82815,0,0,0,0.760359
"Jun 10, 03:00 pm",3.29086,0,0,1,12.041,1.54952,106,4,3.29086,3.29086,0,0,0,0,0,0,0,-3.29086,-3.29086,0,0,0,0.760261
"Jun 10, 04:00 pm",3.71455,0,0,1,12.341,0.3633,275,4,3.71455,3.71455,0,0,0,0,0,0,0,-3.71455,-3.71455,0,0,0,0.760457
"Jun 10, 05:00 pm",3.67807,0,0,1,11.511,1.5115,314,4,3.67807,3.67807,0,0,0,0,0,0,0,-3.67807,-3.67807,0,0,0,0.761742
"Jun 10, 06:00 pm",3.45069,0,0,1,10.681,2.66899,300,4,3.45069,3.45069,0,0,0,0,0,0,0,-3.45069,-3.45069,0,0,0,0.763027
"Jun 10, 07:00 pm",3.16038,0.020819,0.020819,1,10.881,3.54936,293,4,3.1812,3.1812,0,0,0,0.020819,0,0,0,-3.16038,-3.16038,0,0,0,0.763916
"Jun 10, 08:00 pm",2.92437,0.0232468,0.0232468,1,10.661,3.57808,294,1,2.94762,2.94762,0,0,0,0.0232468,0,0,0,-2.92437,-2.92437,0,0,0,0.766088
