"Time stamp","Electricity from grid (year 1 hourly) | (kWh)","Electricity from system to load (year 1 hourly) | (kWh)","System power generated | (kW)","TOU period for demand charges (year 1 hourly)","Air temperature | ('C)","Wind speed | (m/s)","Wind direction | (deg)","TOU period for energy charges (year 1 hourly)","Electricity load (year 1) | (kW)","Bill load (year 1) | (kWh)","Demand charge with system (year 1 hourly) | ($)","Demand charge without system (year 1 hourly) | ($)","Electricity peak from grid per TOU period (year 1 hourly) | (kW)","Electricity peak from system to load (year 1 hourly) | (kW)","Electricity sales/purchases with system (year 1 hourly) | ($)","Electricity sales/purchases without system (year 1 hourly) | ($)","Electricity to grid (year 1 hourly) | (kWh)","Electricity to/from grid (year 1 hourly) | (kWh)","Electricity to/from grid peak (year 1 hourly) | (kW)","Energy charge with system (year 1 hourly) | ($)","Energy charge without system (year 1 hourly) | ($)","Lifetime electricity load | (kW)","Pressure | (atm)"
"Jan 7, 01:00 am",0,0.546082,1.53259,1,-1.099,9.48129,245,1,0.546082,0.546082,0,0,0,0.546082,0,0,0.986506,0.986506,0.986506,0,0,0,0.777661
"Jan 7, 02:00 am",0,0.515275,1.63374,1,-1.399,9.69166,243,1,0.515275,0.515275,0,0,0,0.515275,0,0,1.11846,1.11846,1.11846,0,0,0,0.776674
"Jan 7, 03:00 am",0,0.513843,1.91146,1,-1.399,10.4284,238,1,0.513843,0.513843,0,0,0,0.513843,0,0,1.39761,1.39761,1.39761,0,0,0,0.777562
"Jan 7, 04:00 am",0,0.523905,1.6822,1,-1.419,9.80657,241,1,0.523905,0.523905,0,0,0,0.523905,0,0,1.1583,1.1583,1.1583,0,0,0,0.780032
"Jan 7, 05:00 am",0,0.580813,1.69996,1,-1.199,9.86402,239,1,0.580813,0.580813,0,0,0,0.580813,0,0,1.11915,1.11915,1.11915,0,0,0,0.778253
"Jan 7, 06:00 am",0,0.780465,1.71767,1,-0.979,9.92147,234,1,0.780465,0.780465,0,0,0,0.780465,0,0,0.937206,0.937206,0.937206,0,0,0,0.776476
"Jan 7, 07:00 am",0,1.08167,2.02057,1,-1.059,10.7435,246,1,1.08167,1.08167,0,0,0,1.08167,0,0,0.938905,0.938905,0.938905,0,0,0,0.780426
"Jan 7, 08:00 am",0,1.03356,2.1107,1,-1.179,11.1364,238,1,1.03356,1.03356,0,0,0,1.03356,0,0,1.07714,1.07714,1.07714,0,0,0,0.778253
"Jan 7, 09:00 am",0,0.892249,1.72167,1,-0.259,9.94006,234,1,0.892249,0.892249,0,0,0,0.892249,0,0,0.829422,0.829422,0.829422,0,0,0,0.776672
"Jan 7, 10:00 am",0,0.890581,1.4205,1,0.961,9.30893,238,2,0.890581,0.890581,0,0,0,0.890581,0,0,0.529921,0.529921,0.529921,0,0,0,0.776769
"Jan 7, 11:00 am",0,0.882123,0.991345,1,2.161,8.55276,245,2,0.882123,0.882123,0,0,0,0.882123,0,0,0.109222,0.109222,0.109222,0,0,0,0.775582
"Jan 7, 12:00 pm",0,0.862599,1.1983,1,2.881,8.94563,249,2,0.862599,0.862599,0,0,0,0.862599,0,0,0.335701,0.335701,0.335701,0,0,0,0.773606
"Jan 7, 01:00 pm",0,0.835624,1.71045,1,3.381,9.96878,247,2,0.835624,0.835624,0,0,0,0.835624,0,0,0.874823,0.874823,0.874823,0,0,0,0.77321
"Jan 7, 02:00 pm",0,0.831357,1.4189,1,3.881,9.34695,247,2,0.831357,0.831357,0,0,0,0.831357,0,0,0.587544,0.587544,0.587544,0,0,0,0.774789
"Jan 7, 03:00 pm",0,0.891545,1.26285,1,3.921,9.06983,250,3,0.891545,0.891545,0,0,0,0.891545,0,0,0.371305,0.371305,0.371305,0,0,0,0.774296
"Jan 7, 04:00 pm",0,1.11959,1.38835,1,3.601,9.2895,244,3,1.11959,1.11959,0,0,0,1.11959,0,0,0.26876,0.26876,0.26876,0,0,0,0.77469
"Jan 7, 05:00 pm",0,1.53811,1.60536,1,3.241,9.68152,248,3,1.53811,1.53811,0,0,0,1.53811,0,0,0.0672529,0.0672529,0.0672529,0,0,0,0.774
"Jan 7, 06:00 pm",0.0633862,1.7484,1.7484,1,2.881,10.0643,247,3,1.81179,1.81179,0,0,0,1.7484,0,0,0,-0.0633862,-0.0633862,0,0,0,0.77331
"Jan 7, 07:00 pm",0,1.76282,2.11089,1,2.361,11.1939,243,3,1.76282,1.76282,0,0,0,1.76282,0,0,0.348068,0.348068,0.348068,0,0,0,0.77647
"Jan 7, 08:00 pm",0,1.63498,2.02452,1,2.261,10.8204,238,1,1.63498,1.63498,0,0,0,1.63498,0,0,0.38954,0.38954,0.38954,0,0,0,0.776866
"Jan 7, 09:00 pm",0,1.49387,2.1783,1,2.201,11.4904,237,1,1.49387,1.49387,0,0,0,1.49387,0,0,0.684432,0.684432,0.684432,0,0,0,0.774496
"Jan 7, 10:00 pm",0,1.20991,2.11695,1,2.141,11.2226,236,1,1.20991,1.20991,0,0,0,1.20991,0,0,0.907043,0.907043,0.907043,0,0,0,0.775285
"Jan 7, 11:00 pm",0,0.922429,2.14577,1,2.221,11.3468,234,1,0.922429,0.922429,0,0,0,0.922429,0,0,1.22334,1.22334,1.22334,0,0,0,0.775384
"Jan 8, 12:00 am",0,0.642568,2.2877,1,2.181,12.1984,234,1,0.642568,0.642568,0,0,0,0.642568,0,0,1.64513,1.64513,1.64513,0,0,0,0.775187
"Jan 8, 01:00 am",0,0.531166,2.29167,1,1.901,12.2457,239,1,0.531166,0.531166,0,0,0,0.531166,0,0,1.76051,1.76051,1.76051,0,0,0,0.773509
"Jan 8, 02:00 am",0,0.487432,2.26704,1,1.401,11.9686,240,1,0.487432,0.487432,0,0,0,0.487432,0,0,1.77961,1.77961,1.77961,0,0,0,0.774596
"Jan 8, 03:00 am",0,0.483799,2.21509,1,1.101,11.6332,239,1,0.483799,0.483799,0,0,0,0.483799,0,0,1.73129,1.73129,1.73129,0,0,0,0.774398
"Jan 8, 04:00 am",0,0.494398,2.25645,1,0.901,11.8444,238,1,0.494398,0.494398,0,0,0,0.494398,0,0,1.76205,1.76205,1.76205,0,0,0,0.775287
"Jan 8, 05:00 am",0,0.55444,2.21059,1,1.221,11.6146,235,1,0.55444,0.55444,0,0,0,0.55444,0,0,1.65615,1.65615,1.65615,0,0,0,0.774596
"Jan 8, 06:00 am",0,0.780988,2.15513,1,1.541,11.3848,237,1,0.780988,0.780988,0,0,0,0.780988,0,0,1.37414,1.37414,1.37414,0,0,0,0.773904
"Jan 8, 07:00 am",0,1.08672,2.09037,1,1.501,11.117,241,1,1.08672,1.08672,0,0,0,1.08672,0,0,1.00365,1.00365,1.00365,0,0,0,0.771732
"Jan 8, 08:00 am",0,1.01351,2.16202,1,1.201,11.4135,242,1,1.01351,1.01351,0,0,0,1.01351,0,0,1.14851,1.14851,1.14851,0,0,0,0.773114
"Jan 8, 09:00 am",0,0.863986,2.17519,1,1.681,11.4997,239,1,0.863986,0.863986,0,0,0,0.863986,0,0,1.3112,1.3112,1.3112,0,0,0,0.768473
"Jan 8, 10:00 am",0,0.864206,2.24203,1,2.361,11.7963,241,2,0.864206,0.864206,0,0,0,0.864206,0,0,1.37783,1.37783,1.37783,0,0,0,0.76857
"Jan 8, 11:00 am",0,0.882123,2.24606,1,2.981,11.825,245,2,0.882123,0.882123,0,0,0,0.882123,0,0,1.36394,1.36394,1.36394,0,0,0,0.768075
"Jan 8, 12:00 pm",0,0.862599,2.16179,1,3.581,11.4803,245,2,0.862599,0.862599,0,0,0,0.862599,0,0,1.2992,1.2992,1.2992,0,0,0,0.766099
"Jan 8, 01:00 pm",0,0.835624,2.12925,1,4.121,11.3561,244,2,0.835624,0.835624,0,0,0,0.835624,0,0,1.29363,1.29363,1.29363,0,0,0,0.764321
"Jan 8, 02:00 pm",0,0.831357,1.97307,1,4.321,10.725,249,2,0.831357,0.831357,0,0,0,0.831357,0,0,1.14172,1.14172,1.14172,0,0,0,0.764913
"Jan 8, 03:00 pm",0,0.891545,2.00637,1,3.921,10.8204,248,3,0.891545,0.891545,0,0,0,0.891545,0,0,1.11483,1.11483,1.11483,0,0,0,0.764815
"Jan 8, 04:00 pm",0,1.11959,2.05158,1,3.261,11.0021,245,3,1.11959,1.11959,0,0,0,1.11959,0,0,0.931985,0.931985,0.931985,0,0,0,0.765804
"Jan 8, 05:00 pm",0,1.53811,2.00381,1,3.171,10.7917,238,3,1.53811,1.53811,0,0,0,1.53811,0,0,0.465699,0.465699,0.465699,0,0,0,0.766495
"Jan 8, 06:00 pm",0,1.81179,1.92616,1,3.081,10.572,248,3,1.81179,1.81179,0,0,0,1.81179,0,0,0.114366,0.114366,0.114366,0,0,0,0.767187
"Jan 8, 07:00 pm",0.165994,1.59683,1.59683,1,2.081,9.67223,255,3,1.76282,1.76282,0,0,0,1.59683,0,0,0,-0.165994,-0.165994,0,0,0,0.768176
"Jan 8, 08:00 pm",0.221235,1.41374,1.41374,1,1.341,9.34695,249,1,1.63498,1.63498,0,0,0,1.41374,0,0,0,-0.221235,-0.221235,0,0,0,0.765412
"Jan 8, 09:00 pm",0.162152,1.33172,1.33172,1,0.781,9.19403,257,1,1.49387,1.49387,0,0,0,1.33172,0,0,0,-0.162152,-0.162152,0,0,0,0.765315
"Jan 8, 10:00 pm",0.0761797,1.13373,1.13373,1,-0.499,8.82059,269,1,1.20991,1.20991,0,0,0,1.13373,0,0,0,-0.0761797,-0.0761797,0,0,0,0.7666
"Jan 8, 11:00 pm",0.42895,0.493479,0.493479,1,-1.679,7.04126,274,1,0.922429,0.922429,0,0,0,0.493479,0,0,0,-0.42895,-0.42895,0,0,0,0.7667
"Jan 9, 12:00 am",0.438406,0.197588,0.197588,1,-2.339,5.32868,278,1,0.635994,0.635994,0,0,0,0.197588,0,0,0,-0.438406,-0.438406,0,0,0,0.767097
"Jan 9, 01:00 am",0.447277,0.0799416,0.0799416,1,-3.139,4.2768,297,1,0.527219,0.527219,0,0,0,0.0799416,0,0,0,-0.447277,-0.447277,0,0,0,0.76621
"Jan 9, 02:00 am",0.437585,0.0472363,0.0472363,1,-3.979,3.83662,335,1,0.484821,0.484821,0,0,0,0.0472363,0,0,0,-0.437585,-0.437585,0,0,0,0.765619
"Jan 9, 03:00 am",0.400206,0.072648,0.072648,1,-5.019,4.17119,15,1,0.472854,0.472854,0,0,0,0.072648,0,0,0,-0.400206,-0.400206,0,0,0,0.765323
"Jan 9, 04:00 am",0.470528,0,0,1,-5.619,2.7653,34,1,0.470528,0.470528,0,0,0,0,0,0,0,-0.470528,-0.470528,0,0,0,0.764041
"Jan 9, 05:00 am",0.492369,0.02898,0.02898,1,-5.499,3.58738,21,1,0.521349,0.521349,0,0,0,0.02898,0,0,0,-0.492369,-0.492369,0,0,0,0.764732
"Jan 9, 06:00 am",0.634053,0.0961195,0.0961195,1,-5.379,4.41029,19,1,0.730172,0.730172,0,0,0,0.0961195,0,0,0,-0.634053,-0.634053,0,0,0,0.765522
"Jan 9, 07:00 am",0.893284,0.115026,0.115026,1,-6.119,4.57336,25,1,1.00831,1.00831,0,0,0,0.115026,0,0,0,-0.893284,-0.893284,0,0,0,0.765919
"Jan 9, 08:00 am",0.880299,0.0735823,0.0735823,1,-6.619,4.17119,35,1,0.953881,0.953881,0,0,0,0.0735823,0,0,0,-0.880299,-0.880299,0,0,0,0.767597
"Jan 9, 09:00 am",0.81667,0,0,1,-6.619,2.72644,38,1,0.81667,0.81667,0,0,0,0,0,0,0,-0.81667,-0.81667,0,0,0,0.76582
"Jan 9, 10:00 am",0.81329,0,0,1,-6.259,2.28626,45,2,0.81329,0.81329,0,0,0,0,0,0,0,-0.81329,-0.81329,0,0,0,0.764141
"Jan 9, 11:00 am",0.829634,0,0,1,-5.759,2.16206,356,2,0.829634,0.829634,0,0,0,0,0,0,0,-0.829634,-0.829634,0,0,0,0.764239
"Jan 9, 12:00 pm",0.814788,0,0,1,-5.319,2.35385,332,2,0.814788,0.814788,0,0,0,0,0,0,0,-0.814788,-0.814788,0,0,0,0.763646
"Jan 9, 01:00 pm",0.792036,0,0,1,-4.719,2.28626,318,2,0.792036,0.792036,0,0,0,0,0,0,0,-0.792036,-0.792036,0,0,0,0.762756
"Jan 9, 02:00 pm",0.792231,0,0,1,-4.259,2.63097,301,2,0.792231,0.792231,0,0,0,0,0,0,0,-0.792231,-0.792231,0,0,0,0.762953
"Jan 9, 03:00 pm",0.854486,0,0,1,-3.919,3.08045,305,3,0.854486,0.854486,0,0,0,0,0,0,0,-0.854486,-0.854486,0,0,0,0.764137
"Jan 9, 04:00 pm",1.07449,0.00919163,0.00919163,1,-3.819,3.32969,313,3,1.08368,1.08368,0,0,0,0.00919163,0,0,0,-1.07449,-1.07449,0,0,0,0.765223
"Jan 9, 05:00 pm",1.49897,0.00378999,0.00378999,1,-5.019,3.2528,320,3,1.50276,1.50276,0,0,0,0.00378999,0,0,0,-1.49897,-1.49897,0,0,0,0.765126
"Jan 9, 06:00 pm",1.77748,0,0,1,-6.219,3.18606,324,3,1.77748,1.77748,0,0,0,0,0,0,0,-1.77748,-1.77748,0,0,0,0.765128
"Jan 9, 07:00 pm",1.72857,0,0,1,-6.679,3.1379,327,3,1.72857,1.72857,0,0,0,0,0,0,0,-1.72857,-1.72857,0,0,0,0.767203
"Jan 9, 08:00 pm",1.60013,0,0,1,-7.119,2.52536,341,1,1.60013,1.60013,0,0,0,0,0,0,0,-1.60013,-1.60013,0,0,0,0.769178
"Jan 9, 09:00 pm",1.45826,0,0,1,-7.479,2.01843,318,1,1.45826,1.45826,0,0,0,0,0,0,0,-1.45826,-1.45826,0,0,0,0.768093
"Jan 9, 10:00 pm",1.18162,0,0,1,-7.779,1.8748,316,1,1.18162,1.18162,0,0,0,0,0,0,0,-1.18162,-1.18162,0,0,0,0.766119
"Jan 9, 11:00 pm",0.906894,0,0,1,-7.979,1.73201,281,1,0.906894,0.906894,0,0,0,0,0,0,0,-0.906894,-0.906894,0,0,0,0.768786
"Jan 10, 12:00 am",0.635994,0,0,1,-7.959,2.6504,241,1,0.635994,0.635994,0,0,0,0,0,0,0,-0.635994,-0.635994,0,0,0,0.766514
"Jan 10, 01:00 am",0.421955,0.105264,0.105264,1,-7.799,4.47704,244,1,0.527219,0.527219,0,0,0,0.105264,0,0,0,-0.421955,-0.421955,0,0,0,0.76602
"Jan 10, 02:00 am",0.416048,0.0687725,0.0687725,1,-7.499,4.10445,252,1,0.484821,0.484821,0,0,0,0.0687725,0,0,0,-0.416048,-0.416048,0,0,0,0.766611
"Jan 10, 03:00 am",0.45245,0.0204039,0.0204039,1,-7.179,3.46318,275,1,0.472854,0.472854,0,0,0,0.0204039,0,0,0,-0.45245,-0.45245,0,0,0,0.766414
"Jan 10, 04:00 am",0.317994,0.152534,0.152534,1,-6.599,4.89864,257,1,0.470528,0.470528,0,0,0,0.152534,0,0,0,-0.317994,-0.317994,0,0,0,0.768191
"Jan 10, 05:00 am",0.222393,0.298956,0.298956,1,-7.469,6.01811,246,1,0.521349,0.521349,0,0,0,0.298956,0,0,0,-0.222393,-0.222393,0,0,0,0.766908
"Jan 10, 06:00 am",0.187058,0.528826,0.528826,1,-8.339,7.13673,250,1,0.715884,0.715884,0,0,0,0.528826,0,0,0,-0.187058,-0.187058,0,0,0,0.765625
"Jan 10, 07:00 am",0,1.00491,1.23902,1,-7.579,8.93549,248,1,1.00491,1.00491,0,0,0,1.00491,0,0,0.234112,0.234112,0.234112,0,0,0,0.76523
"Jan 10, 08:00 am",0,0.953881,1.60329,1,-7.199,9.58605,249,1,0.953881,0.953881,0,0,0,0.953881,0,0,0.649414,0.649414,0.649414,0,0,0,0.76592
"Jan 10, 09:00 am",0,0.81667,1.79972,1,-6.199,10.1217,246,1,0.81667,0.81667,0,0,0,0.81667,0,0,0.983051,0.983051,0.983051,0,0,0,0.76582
"Jan 10, 10:00 am",0,0.817021,1.49034,1,-4.979,9.4137,251,2,0.817021,0.817021,0,0,0,0.817021,0,0,0.673315,0.673315,0.673315,0,0,0,0.764731
"Jan 10, 11:00 am",0,0.829634,1.73231,1,-3.819,9.97892,259,2,0.829634,0.829634,0,0,0,0.829634,0,0,0.90268,0.90268,0.90268,0,0,0,0.764137
"Jan 10, 12:00 pm",0,0.814788,1.65401,1,-2.959,9.78713,258,2,0.814788,0.814788,0,0,0,0.814788,0,0,0.839222,0.839222,0.839222,0,0,0,0.762456
"Jan 10, 01:00 pm",0,0.792036,0.921561,1,-2.459,8.36182,261,2,0.792036,0.792036,0,0,0,0.792036,0,0,0.129525,0.129525,0.129525,0,0,0,0.763641
"Jan 10, 02:00 pm",0,0.792231,0.838511,1,-2.159,8.1413,262,2,0.792231,0.792231,0,0,0,0.792231,0,0,0.04628,0.04628,0.04628,0,0,0,0.763937
"Jan 10, 03:00 pm",0.199644,0.654842,0.654842,1,-2.159,7.6538,267,3,0.854486,0.854486,0,0,0,0.654842,0,0,0,-0.199644,-0.199644,0,0,0,0.762554
"Jan 10, 04:00 pm",0.590179,0.493501,0.493501,1,-2.319,7.04126,268,3,1.08368,1.08368,0,0,0,0.493501,0,0,0,-0.590179,-0.590179,0,0,0,0.764924
"Jan 10, 05:00 pm",1.06302,0.43974,0.43974,1,-3.329,6.80216,263,3,1.50276,1.50276,0,0,0,0.43974,0,0,0,-1.06302,-1.06302,0,0,0,0.765024
"Jan 10, 06:00 pm",1.39388,0.383605,0.383605,1,-4.339,6.55376,266,3,1.77748,1.77748,0,0,0,0.383605,0,0,0,-1.39388,-1.39388,0,0,0,0.765026
"Jan 10, 07:00 pm",1.21633,0.512236,0.512236,1,-4.739,7.09871,269,3,1.72857,1.72857,0,0,0,0.512236,0,0,0,-1.21633,-1.21633,0,0,0,0.765422
"Jan 10, 08:00 pm",1.08664,0.513489,0.513489,1,-4.999,7.09871,267,1,1.60013,1.60013,0,0,0,0.513489,0,0,0,-1.08664,-1.08664,0,0,0,0.76641
"Jan 10, 09:00 pm",0.86594,0.59232,0.59232,1,-5.059,7.43329,264,1,1.45826,1.45826,0,0,0,0.59232,0,0,0,-0.86594,-0.86594,0,0,0,0.766805
"Jan 10, 10:00 pm",0.506545,0.675075,0.675075,1,-5.319,7.6631,264,1,1.18162,1.18162,0,0,0,0.675075,0,0,0,-0.506545,-0.506545,0,0,0,0.767003
"Jan 10, 11:00 pm",0.324753,0.582141,0.582141,1,-5.619,7.38597,266,1,0.906894,0.906894,0,0,0,0.582141,0,0,0,-0.324753,-0.324753,0,0,0,0.766411
"Jan 11, 12:00 am",0.161585,0.474409,0.474409,1,-5.819,6.92636,260,1,0.635994,0.635994,0,0,0,0.474409,0,0,0,-0.161585,-0.161585,0,0,0,0.765918
"Jan 11, 01:00 am",0.0850273,0.442192,0.442192,1,-5.939,6.78273,261,1,0.527219,0.527219,0,0,0,0.442192,0,0,0,-0.0850273,-0.0850273,0,0,0,0.767695
"Jan 11, 02:00 am",0.0930127,0.391808,0.391808,1,-6.039,6.57235,260,1,0.484821,0.484821,0,0,0,0.391808,0,0,0,-0.0930127,-0.0930127,0,0,0,0.765918
"Jan 11, 03:00 am",0.183819,0.289587,0.289587,1,-6.199,5.96065,257,1,0.473406,0.473406,0,0,0,0.289587,0,0,0,-0.183819,-0.183819,0,0,0,0.767103
"Jan 11, 04:00 am",0.143063,0.335654,0.335654,1,-6.219,6.28594,254,1,0.478717,0.478717,0,0,0,0.335654,0,0,0,-0.143063,-0.143063,0,0,0,0.767696
"Jan 11, 05:00 am",0.323897,0.209634,0.209634,1,-6.199,5.39627,256,1,0.533531,0.533531,0,0,0,0.209634,0,0,0,-0.323897,-0.323897,0,0,0,0.765721
"Jan 11, 06:00 am",0.640213,0.108113,0.108113,1,-6.179,4.5159,261,1,0.748326,0.748326,0,0,0,0.108113,0,0,0,-0.640213,-0.640213,0,0,0,0.763745
"Jan 11, 07:00 am",0.853673,0.166047,0.166047,1,-6.379,5.02283,269,1,1.01972,1.01972,0,0,0,0.166047,0,0,0,-0.853673,-0.853673,0,0,0,0.766808
"Jan 11, 08:00 am",0.904843,0.0495734,0.0495734,1,-6.159,3.8552,243,1,0.954416,0.954416,0,0,0,0.0495734,0,0,0,-0.904843,-0.904843,0,0,0,0.766905
"Jan 11, 09:00 am",0.724276,0.0923944,0.0923944,1,-5.899,4.37227,251,1,0.81667,0.81667,0,0,0,0.0923944,0,0,0,-0.724276,-0.724276,0,0,0,0.766609
"Jan 11, 10:00 am",0.81329,0,0,1,-5.519,2.8895,252,2,0.81329,0.81329,0,0,0,0,0,0,0,-0.81329,-0.81329,0,0,0,0.765918
"Jan 11, 11:00 am",0.829634,0,0,1,-4.519,2.94695,255,2,0.829634,0.829634,0,0,0,0,0,0,0,-0.829634,-0.829634,0,0,0,0.765224
"Jan 11, 12:00 pm",0.814788,0,0,1,-3.459,3.07115,250,2,0.814788,0.814788,0,0,0,0,0,0,0,-0.814788,-0.814788,0,0,0,0.762951
"Jan 11, 01:00 pm",0.74329,0.0487463,0.0487463,1,-2.359,3.86534,248,2,0.792036,0.792036,0,0,0,0.0487463,0,0,0,-0.74329,-0.74329,0,0,0,0.765122
"Jan 11, 02:00 pm",0.701793,0.0904383,0.0904383,1,-1.559,4.38157,257,2,0.792231,0.792231,0,0,0,0.0904383,0,0,0,-0.701793,-0.701793,0,0,0,0.764923
"Jan 11, 03:00 pm",0.67648,0.178006,0.178006,1,-1.259,5.16646,268,3,0.854486,0.854486,0,0,0,0.178006,0,0,0,-0.67648,-0.67648,0,0,0,0.764627
"Jan 11, 04:00 pm",0.834021,0.249659,0.249659,1,-1.519,5.71141,277,3,1.08368,1.08368,0,0,0,0.249659,0,0,0,-0.834021,-0.834021,0,0,0,0.766602
"Jan 11, 05:00 pm",1.22324,0.279522,0.279522,1,-2.129,5.92179,271,3,1.50276,1.50276,0,0,0,0.279522,0,0,0,-1.22324,-1.22324,0,0,0,0.76601
"Jan 11, 06:00 pm",1.46807,0.309415,0.309415,1,-2.739,6.13217,250,3,1.77748,1.77748,0,0,0,0.309415,0,0,0,-1.46807,-1.46807,0,0,0,0.765418
"Jan 11, 07:00 pm",0.429443,1.29913,1.29913,1,-3.199,9.08842,247,3,1.72857,1.72857,0,0,0,1.29913,0,0,0,-0.429443,-0.429443,0,0,0,0.766012
"Jan 11, 08:00 pm",0,1.60013,1.64323,1,-3.499,9.72039,247,1,1.60013,1.60013,0,0,0,1.60013,0,0,0.0431035,0.0431035,0.0431035,0,0,0,0.769863
"Jan 11, 09:00 pm",0,1.45826,1.73201,1,-3.899,9.9502,244,1,1.45826,1.45826,0,0,0,1.45826,0,0,0.273751,0.273751,0.273751,0,0,0,0.770358
"Jan 11, 10:00 pm",0,1.18162,1.86091,1,-4.159,10.2941,246,1,1.18162,1.18162,0,0,0,1.18162,0,0,0.679289,0.679289,0.679289,0,0,0,0.769568
"Jan 11, 11:00 pm",0,0.906894,1.95158,1,-4.499,10.5332,245,1,0.906894,0.906894,0,0,0,0.906894,0,0,1.04468,1.04468,1.04468,0,0,0,0.769174
"Jan 12, 12:00 am",0,0.635994,2.10813,1,-4.859,11.117,249,1,0.635994,0.635994,0,0,0,0.635994,0,0,1.47213,1.47213,1.47213,0,0,0,0.769472
"Jan 12, 01:00 am",0,0.527219,2.09478,1,-5.199,11.0502,249,1,0.527219,0.527219,0,0,0,0.527219,0,0,1.56756,1.56756,1.56756,0,0,0,0.770558
"Jan 12, 02:00 am",0,0.484821,1.74576,1,-5.459,9.96878,247,1,0.484821,0.484821,0,0,0,0.484821,0,0,1.26094,1.26094,1.26094,0,0,0,0.770065
"Jan 12, 03:00 am",0,0.472854,1.59976,1,-5.699,9.57676,245,1,0.472854,0.472854,0,0,0,0.472854,0,0,1.1269,1.1269,1.1269,0,0,0,0.770263
"Jan 12, 04:00 am",0,0.476341,1.68809,1,-5.899,9.80657,244,1,0.476341,0.476341,0,0,0,0.476341,0,0,1.21174,1.21174,1.21174,0,0,0,0.770855
"Jan 12, 05:00 am",0,0.536962,1.81104,1,-6.269,10.1318,250,1,0.536962,0.536962,0,0,0,0.536962,0,0,1.27408,1.27408,1.27408,0,0,0,0.770165
"Jan 12, 06:00 am",0,0.753607,1.93753,1,-6.639,10.4664,250,1,0.753607,0.753607,0,0,0,0.753607,0,0,1.18392,1.18392,1.18392,0,0,0,0.769474
"Jan 12, 07:00 am",0,1.02887,2.01727,1,-6.839,10.7055,249,1,1.02887,1.02887,0,0,0,1.02887,0,0,0.988399,0.988399,0.988399,0,0,0,0.768981
"Jan 12, 08:00 am",0,0.968626,2.005,1,-6.539,10.6574,246,1,0.968626,0.968626,0,0,0,0.968626,0,0,1.03638,1.03638,1.03638,0,0,0,0.76898
"Jan 12, 09:00 am",0,0.81667,2.14253,1,-5.879,11.2412,249,1,0.81667,0.81667,0,0,0,0.81667,0,0,1.32586,1.32586,1.32586,0,0,0,0.771151
"Jan 12, 10:00 am",0,0.81329,2.27009,1,-4.719,11.9399,249,2,0.81329,0.81329,0,0,0,0.81329,0,0,1.4568,1.4568,1.4568,0,0,0,0.769076
"Jan 12, 11:00 am",0,0.829634,2.32725,1,-3.459,12.571,254,2,0.829634,0.829634,0,0,0,0.829634,0,0,1.49762,1.49762,1.49762,0,0,0,0.768679
"Jan 12, 12:00 pm",0,0.814788,2.34405,1,-2.359,12.7721,254,2,0.814788,0.814788,0,0,0,0.814788,0,0,1.52926,1.52926,1.52926,0,0,0,0.767887
"Jan 12, 01:00 pm",0,0.792036,2.34679,1,-1.559,12.8101,253,2,0.792036,0.792036,0,0,0,0.792036,0,0,1.55475,1.55475,1.55475,0,0,0,0.768576
"Jan 12, 02:00 pm",0,0.792231,2.35574,1,-1.159,12.9732,251,2,0.792231,0.792231,0,0,0,0.792231,0,0,1.56351,1.56351,1.56351,0,0,0,0.768675
"Jan 12, 03:00 pm",0,0.854486,2.35576,1,-1.019,12.9732,254,3,0.854486,0.854486,0,0,0,0.854486,0,0,1.50128,1.50128,1.50128,0,0,0,0.769168
"Jan 12, 04:00 pm",0,1.08368,2.33309,1,-1.019,12.6665,251,3,1.08368,1.08368,0,0,0,1.08368,0,0,1.24941,1.24941,1.24941,0,0,0,0.769563
"Jan 12, 05:00 pm",0,1.50276,2.32986,1,-1.379,12.6285,251,3,1.50276,1.50276,0,0,0,1.50276,0,0,0.827098,0.827098,0.827098,0,0,0,0.769168
"Jan 12, 06:00 pm",0,1.77748,2.32658,1,-1.739,12.5905,244,3,1.77748,1.77748,0,0,0,1.77748,0,0,0.549095,0.549095,0.549095,0,0,0,0.768676
"Jan 12, 07:00 pm",0,1.72857,2.4,1,-2.039,14.1974,247,3,1.72857,1.72857,0,0,0,1.72857,0,0,0.67143,0.67143,0.67143,0,0,0,0.770849
"Jan 12, 08:00 pm",0,1.60013,2.4,1,-2.099,14.6376,246,1,1.60013,1.60013,0,0,0,1.60013,0,0,0.79987,0.79987,0.79987,0,0,0,0.770751
"Jan 12, 09:00 pm",0,1.45826,2.4,1,-2.199,14.3985,243,1,1.45826,1.45826,0,0,0,1.45826,0,0,0.94174,0.94174,0.94174,0,0,0,0.770553
"Jan 12, 10:00 pm",0,1.18162,2.4,1,-2.299,14.494,244,1,1.18162,1.18162,0,0,0,1.18162,0,0,1.21838,1.21838,1.21838,0,0,0,0.771343
"Jan 12, 11:00 pm",0,0.906894,2.39865,1,-2.499,14.9916,241,1,0.906894,0.906894,0,0,0,0.906894,0,0,1.49176,1.49176,1.49176,0,0,0,0.772331
"Jan 13, 12:00 am",0,0.635994,2.4,1,-2.599,14.9147,240,1,0.635994,0.635994,0,0,0,0.635994,0,0,1.76401,1.76401,1.76401,0,0,0,0.770849
"Jan 13, 01:00 am",0,0.527219,2.39693,1,-2.799,15.0584,242,1,0.527219,0.527219,0,0,0,0.527219,0,0,1.86971,1.86971,1.86971,0,0,0,0.770653
